outer_resampling_id,train_mse
0,9.86452507923636e-06
1,9.306268707264952e-06
2,8.187145253479695e-06
3,7.934345399933556e-06
4,9.142424221167438e-06
5,1.0092405223519419e-05
6,9.476450541870358e-06
7,9.793877780462932e-06
8,9.770608588675797e-06
9,1.0030007639241914e-05
10,9.95571269595501e-06
11,8.426083204208772e-06
12,9.490469731489945e-06
13,1.007619459513135e-05
14,9.962245043081555e-06
15,9.174012420247425e-06
16,1.0011972918982897e-05
17,1.0024815677917638e-05
18,1.0075960147184135e-05
19,1.0069530324064144e-05
