outer_resampling_id,train_mse
0,3.555804147239414e-06
1,3.827060697918233e-06
2,4.021375760105859e-06
3,3.858494598847647e-06
4,3.9220444733225025e-06
5,4.035039086114944e-06
6,3.74539606490395e-06
7,3.974038833803583e-06
8,3.9501174681638474e-06
9,3.7863468097278045e-06
10,3.813537895135754e-06
11,3.7974129907165727e-06
12,3.918152927765319e-06
13,4.023699351913692e-06
14,3.85878616127622e-06
15,3.820878491212588e-06
16,2.6040322845958557e-06
17,3.992954470643348e-06
18,3.963073804570936e-06
19,3.4134147326096654e-06
