outer_resampling_id,train_mse
0,1.3434271014502072e-05
1,1.258118651892791e-05
2,1.110781151049775e-05
3,1.0792085330063417e-05
4,1.2307651884700597e-05
5,1.3978994340962867e-05
6,1.3362719292643045e-05
7,1.3679327243247193e-05
8,1.3654124675716028e-05
9,1.391366941062835e-05
10,1.383041753083204e-05
11,1.2212438230109145e-05
12,1.2780398162128911e-05
13,1.3810541152290357e-05
14,1.3970036475174969e-05
15,1.3511614566451325e-05
16,1.3920880527298087e-05
17,1.390990092682913e-05
18,1.3958270440265772e-05
19,1.3963941218628557e-05
