outer_resampling_id,train_mse
0,6.8971008924692095e-06
1,6.442270633929422e-06
2,5.82973563365909e-06
3,6.114463859687889e-06
4,7.0886595401509664e-06
5,7.253133811567366e-06
6,6.485494760177959e-06
7,7.017385105757344e-06
8,7.007286834217907e-06
9,7.208088521439612e-06
10,7.146624466636905e-06
11,6.03832811385583e-06
12,7.056452292272629e-06
13,7.246865585537714e-06
14,7.100211324468706e-06
15,6.569474676634522e-06
16,7.053031103486939e-06
17,7.211155329829123e-06
18,7.246462303817647e-06
19,7.153491702247911e-06
