resampling_id,shift,coef
0,-11.248269406895291,3.611408130588847
1,-11.109993552386854,3.5672991685489124
2,-10.775566164081038,3.460619336207137
3,-10.611609068952642,3.408318250736416
4,-10.656325112107485,3.422582333624219
5,-10.876054099915997,3.4926742351840927
6,-11.118390891380265,3.5699778568001053
7,-10.963375275108108,3.520529036121743
8,-10.68017366845705,3.430189844497813
9,-10.569874095340321,3.39500510670744
10,-10.584779443058798,3.3997598010034364
11,-10.575836234427712,3.3969069844258386
12,-11.01405345611362,3.5366949963333827
13,-10.800029184744695,3.4684228565953017
14,-10.85802003676969,3.486921504097577
15,-10.8728808028863,3.4916619771963777
16,-11.565722802698733,3.7098219252577076
17,-10.912917136061575,3.505338362517216
18,-10.934465506072726,3.51196125375025
19,-10.991578974358978,3.530689047770254
