exp_id,id_in_exp,yres,ypred,w
0,0,0.00016439234860009624,0.002078442036940432,0.05
0,1,0.00042355974524874325,0.0033194328249014676,0.05
0,2,0.0008835386792936154,0.005575621464972301,0.05
0,3,0.0009763078977903138,0.00955407390090168,0.05
0,4,0.0004802252797051036,0.017385957020551786,0.05
1,0,1.2348594364503628e-13,-3.5140566820277143e-07,0.05
1,1,0.00020750266848252853,0.009395047085029105,0.05
1,2,9.63866320649504e-05,0.01918233061949271,0.05
1,3,9.846006305020446e-05,0.028577295577807204,0.05
1,4,1.4717066661651876e-05,0.03836371707747566,0.05
1,5,3.67076241479356e-05,0.04775868171700211,0.05
1,6,0.0004097622691932861,0.06224258553627195,0.05
2,0,0.00034361574011040696,0.008763124855833795,0.05
2,1,4.15964498625333e-05,0.014750469019957087,0.05
2,2,4.7236616824103315e-06,0.021073398647834845,0.05
2,3,0.00016211018647451487,0.027532249859098544,0.05
3,0,2.0954874758264617e-05,0.07172235052038008,0.05
3,1,1.7482682940633427e-05,0.07278122983590156,0.05
3,2,3.98192571307575e-06,0.07350452368766859,0.05
3,3,5.721166264566723e-06,0.07409189595604966,0.05
