outer_resampling_id,train_mse
0,6.8798483807091406e-06
1,7.453239563916832e-06
2,7.597121627429731e-06
3,7.373328338406848e-06
4,7.45331700766566e-06
5,7.642078724729127e-06
6,7.447464269468526e-06
7,7.61862499183912e-06
8,7.490165030625994e-06
9,7.285846617415948e-06
10,7.31851164913861e-06
11,7.299102171430373e-06
12,7.5814647832656516e-06
13,6.823281641522496e-06
14,6.6597422129511835e-06
15,7.007789400966127e-06
16,4.982675595185424e-06
17,7.301825223359748e-06
18,7.474746131366014e-06
19,7.2030945419170945e-06
