outer_resampling_id,train_mse
0,7.3381857393741086e-06
1,7.953624564803884e-06
2,8.078400111652194e-06
3,7.845119405248469e-06
4,7.927689370634965e-06
5,8.130106301979555e-06
6,7.948781343113254e-06
7,8.110847400659202e-06
8,7.965915979451387e-06
9,7.755232654987982e-06
10,7.788756162385175e-06
11,7.768831537492172e-06
12,8.076654321372051e-06
13,7.070712099306734e-06
14,7.101004411074251e-06
15,7.490411826208137e-06
16,5.358843935179784e-06
17,7.672817637491237e-06
18,7.977168900701776e-06
19,7.744854667129838e-06
