resampling_id,train_rss,train_mse,train_nmse
0,0.00014039463371450905,7.389191248132055e-06,0.017057343798262868
1,0.00015223035205005415,8.012123792108113e-06,0.017763960297873804
2,0.00015411745582183495,8.11144504325447e-06,0.017605258918209143
3,0.00014971913674272015,7.879954565406324e-06,0.01712015011008555
4,0.00015126136356575495,7.961124398197629e-06,0.01727924900961399
5,0.00015514948691902595,8.165762469422419e-06,0.021268308124511866
6,0.00015214811324429123,8.007795433910065e-06,0.01776022554443127
7,0.0001549096600814819,8.153140004288522e-06,0.01783450652165103
8,0.00015197879439286577,7.998883915413987e-06,0.017355811524835733
9,0.0001480478413513252,7.791991650069746e-06,0.016953123162097704
10,0.000148670433956738,7.82475968193358e-06,0.017014849317457736
11,0.0001483003052460502,7.805279223476327e-06,0.016978091514327644
12,0.00015434667623793734,8.123509275680912e-06,0.017836828407924298
13,0.00013206805929702193,6.950950489316944e-06,0.015563306832141197
14,0.00013635307661417673,7.176477716535617e-06,0.016227858354813333
15,0.00014362109165285856,7.559004823834661e-06,0.01745936349225764
16,0.00010281775237839636,5.4114606514945456e-06,0.0143682066392537
17,0.00014499131264815473,7.631121718323932e-06,0.018766759552239432
18,0.00015312716340677604,8.059324389830317e-06,0.021205938043265184
19,0.00014923174441657514,7.854302337714481e-06,0.01986716428120539
