outer_resampling_id,train_mse
0,7.722901002847345e-06
1,8.379127147399274e-06
2,8.486020947910053e-06
3,8.24416132339773e-06
4,8.329064274212669e-06
5,8.544243724751615e-06
6,8.374558860510813e-06
7,8.528378252038253e-06
8,8.368537202568723e-06
9,8.152101666927499e-06
10,8.186400708294783e-06
11,8.166010695824801e-06
12,8.496874534683196e-06
13,7.261979122013313e-06
14,7.499998973008731e-06
15,7.90377732273709e-06
16,5.696771917292319e-06
17,7.970492963910984e-06
18,8.409029355153245e-06
19,8.19912444269222e-06
