n_im,nt_norm,sample_id
3,1.7922546783248445,0
6,0.6859541393684876,0
9,0.004770883727977626,0
12,-0.03398086186599336,0
3,0.8750840908198998,1
6,0.3584914164045294,1
9,1.0525632644010074,1
12,0.3358275252876388,1
3,1.3092414473602658,2
6,0.2707646891061668,2
9,0.45823978637585183,2
12,0.6763084280750107,2
3,1.39390230471815,3
6,0.785398097165583,3
9,1.0071587424460784,3
12,0.3657962036371738,3
3,1.2959299791683518,4
6,-0.16921515072555815,4
9,1.993461344123931,4
12,1.2826294089724946,4
3,0.7371683161858762,5
6,0.03536267554767791,5
9,0.10418285405356764,5
12,-0.11411504797319516,5
3,2.163482569082676,6
6,1.1932547950524222,6
9,0.8165986335990625,6
12,0.27282513973431,6
3,1.9783028795269215,7
6,0.42631191494894183,7
9,0.006114322727272192,7
12,0.4969143881232525,7
3,0.5264055074321325,8
6,1.2758054484283676,8
9,0.8411172925234052,8
12,0.204459122964189,8
3,1.0605611732247366,9
6,1.938860332357687,9
9,2.0715962598923485,9
12,1.9340180469578887,9
3,0.2474476258960736,10
6,0.20234767154665123,10
9,0.4159504894144139,10
12,0.4754426834727221,10
3,1.486038838413683,11
6,1.6424752603679016,11
9,2.8907180592897705,11
12,1.9632618688888157,11
3,1.3771214676425823,12
6,0.7722460702329403,12
9,0.4927382092093291,12
12,-0.09445745856099963,12
3,0.8936409312712454,13
6,0.9402125901987954,13
9,0.46685697911213087,13
12,0.47652300863184127,13
3,0.9331860082603576,14
6,1.0706871608170192,14
9,1.2792396756347904,14
12,0.2811877070768465,14
3,0.9374042006883054,15
6,0.24403100175577563,15
9,0.4669538614987978,15
12,0.22564152700202822,15
3,1.9019041933921161,16
6,1.1959549257344135,16
9,1.1950302645403563,16
12,2.5884361543073906,16
3,1.1630205786027692,17
6,2.10415211662047,17
9,2.205094620088525,17
12,2.105543422942057,17
3,0.2713049964977374,18
6,-0.2856152543501833,18
9,0.15410284914927086,18
12,0.22625260539091796,18
3,0.914629982778481,19
6,1.5795880678828613,19
9,1.147452527630588,19
12,0.36962329889468126,19
3,1.8705315797416608,20
6,0.3662346815944293,20
9,0.8292335610778823,20
12,0.6455215992177927,20
3,2.3663480671309123,21
6,-0.0716196208417128,21
9,0.32360732256527847,21
12,0.7144566534667978,21
3,0.14992236021443706,22
6,0.8984025508856179,22
9,0.8788641967883546,22
12,0.6882309074088635,22
3,2.1515482178351464,23
6,1.1970940810204822,23
9,0.5101791602387946,23
12,0.29022453672647464,23
3,0.6157480107841009,24
6,0.7646104401700686,24
9,0.7767595320612579,24
12,0.7235093308194451,24
3,1.2193843949290262,25
6,1.0369814911936617,25
9,0.21085077554486675,25
12,0.1528736088396272,25
3,2.4378130243369425,26
6,0.9246931348662084,26
9,1.6115078036915857,26
12,0.4535389824113669,26
3,0.8897601027576498,27
6,0.33203235838858536,27
9,0.33528970853075446,27
12,0.4143076164119157,27
3,-0.2852679384366814,28
6,0.5520996301401973,28
9,2.0233288106603387,28
12,1.4673560987425343,28
3,0.6110305957115258,29
6,0.5346931127532157,29
9,0.06430341083529179,29
12,-0.3615614853621094,29
3,1.8094053563134633,30
6,1.8327946434103985,30
9,3.1296166763456674,30
12,0.8514634983398199,30
3,1.063667133955032,31
6,1.0352685460448021,31
9,0.9874083959925755,31
12,1.3261346209825078,31
3,0.855089362163669,32
6,0.9078011420201584,32
9,-0.015671234398697553,32
12,0.0787161295345018,32
3,1.3112726790599216,33
6,1.4551105732141068,33
9,1.168770075381293,33
12,0.74447657299921,33
3,2.6254089561406873,34
6,1.6059581039318693,34
9,2.555092201279724,34
12,1.7188215367719675,34
3,1.7908800540924956,35
6,0.8976781795670541,35
9,0.3634504069434561,35
12,-0.11597007038970819,35
3,1.492159519561032,36
6,1.6306177075689343,36
9,0.460143937124013,36
12,0.21733108181027827,36
3,1.422310220724717,37
6,1.7167076500171126,37
9,1.076004404562667,37
12,1.2636871472011526,37
3,1.4979363616980526,38
6,1.2541079473194012,38
9,0.40640787834328007,38
12,-0.02488598284577881,38
3,1.8852157111723902,39
6,1.86313381533762,39
9,1.0182315552894434,39
12,1.1731832977587282,39
3,2.062376992286392,40
6,1.2086141818014071,40
9,0.8918924118486711,40
12,2.375118103076351,40
3,1.565168560909677,41
6,1.3763168134795292,41
9,-0.03177243302552313,41
12,-0.03795739562053413,41
3,1.187358593426884,42
6,0.14484393417748676,42
9,0.8681962597157096,42
12,1.0973238797725275,42
3,0.468405082110676,43
6,0.48393123474119104,43
9,0.24347646405278134,43
12,-0.1793487701827039,43
3,1.2117447215915038,44
6,0.4328889472891224,44
9,0.030400068706469163,44
12,0.10565588122322733,44
3,1.142868163195404,45
6,0.658849515274692,45
9,0.7322545714762296,45
12,0.8766760949472894,45
3,1.2339497279975558,46
6,0.8924251553316624,46
9,0.011620356440120272,46
12,-0.33812348648379675,46
3,0.3532848848880701,47
6,0.09231410026795372,47
9,-0.097687180210839,47
12,0.16889080313947868,47
3,2.8561334893198502,48
6,0.7457630656593399,48
9,0.10026432867833845,48
12,0.22993903218254141,48
3,1.7478065682874235,49
6,0.9189872535258914,49
9,0.5584558824631847,49
12,0.700893760817193,49
