exp_id,id_in_exp,yres,ypred,w
0,0,7.073414531390295e-06,0.017559589165903316,0.2
0,1,7.144803622045021e-07,0.024745269402146147,0.2
0,2,1.1706794186032123e-05,0.03187848071961707,0.2
0,3,2.1629993905975523e-05,0.03614919427346449,0.2
0,4,3.9260393503509627e-07,0.038673418851995135,0.2
1,0,8.20707793390909e-10,-2.8647998069514543e-05,0.14285714285714285
1,1,1.5850914246301507e-07,0.02340186793339017,0.14285714285714285
1,2,1.2651752497279193e-05,0.03255693020697331,0.14285714285714285
1,3,5.380533104257771e-06,0.03618040238311517,0.14285714285714285
1,4,1.952188061361833e-05,0.03778164276980479,0.14285714285714285
1,5,1.035447504030167e-05,0.03848216298730006,0.14285714285714285
1,6,9.625624049209525e-06,0.03889748101549571,0.14285714285714285
2,0,3.245862544689497e-05,0.03299724718148116,0.25
2,1,1.3458724321891309e-06,0.022360117421724685,0.25
2,2,4.0089058018479935e-06,0.020902225212569254,0.25
2,3,1.446341421168502e-06,0.016002639356236317,0.25
3,0,0.00013172813586902546,0.06482271217277247,0.25
3,1,1.3148070664747205e-05,0.07222602684280566,0.25
3,2,6.410020709266025e-07,0.07630062604936799,0.25
3,3,4.971145298740186e-05,0.07875063493505385,0.25
