resampling_id,train_rss,train_mse,train_nmse
0,1.6939366034466004e-05,8.915455807613686e-07,0.0020580600734502494
1,1.7316952709068647e-05,9.11418563635192e-07,0.0020207380214354847
2,1.6904375506625773e-05,8.897039740329354e-07,0.00193103309458224
3,1.64164943173143e-05,8.640260167007527e-07,0.0018772005577132943
4,1.7397261623898492e-05,9.156453486262365e-07,0.0019873655016607356
5,1.7397402460267477e-05,9.156527610667094e-07,0.002384882627966557
6,1.739729340651492e-05,9.156470213955221e-07,0.0020307833477123003
7,1.647184334205243e-05,8.669391232659174e-07,0.0018963775232153225
8,1.721287085226989e-05,9.059405711720996e-07,0.0019656909604183477
9,1.652693090472256e-05,8.698384686696085e-07,0.001892517260379038
10,1.6985622717183988e-05,8.939801430096836e-07,0.0019439494686628257
11,1.7021570229422415e-05,8.958721173380219e-07,0.0019487065558847576
12,1.5221003344294838e-05,8.011054391734125e-07,0.0017589910678095801
13,1.7276433073978587e-05,9.092859512620309e-07,0.0020359080789592865
14,1.710772773463649e-05,9.004067228756047e-07,0.0020360507393313043
15,1.7286550286315437e-05,9.098184361218651e-07,0.002101447367531999
16,7.89858334233433e-06,4.157149127544384e-07,0.0011037829070835877
17,1.64807087321167e-05,8.674057227429842e-07,0.002133158824326729
18,1.7346821727507707e-05,9.129906172372477e-07,0.0024022885203189024
19,1.381403330467631e-05,7.270543844566479e-07,0.001839056898537227
