n_im,steady,sample_id
3,1.508856523172894,0
6,2.0242039215462824,0
9,2.2753552395558763,0
12,2.3056937011406604,0
3,1.7940281241889018,1
6,2.2050649581689514,1
9,2.1691150611914667,1
12,2.247642999156696,1
3,1.8494001504940907,2
6,1.8739072986172036,2
9,2.2096254673139937,2
12,2.2864937790716175,2
3,1.6411387395349246,3
6,2.084822781530856,3
9,2.2485509336265266,3
12,2.317003821594288,3
3,2.027283555152738,4
6,2.1311884174259874,4
9,2.2453410636148075,4
12,2.338148601939623,4
3,1.678840058604635,5
6,1.934680628976062,5
9,2.05945928074171,5
12,2.1922338338098304,5
3,1.5718715037930087,6
6,2.069883013210558,6
9,2.253698951166103,6
12,2.356876297418265,6
3,1.8201805776843398,7
6,1.7816124913408566,7
9,2.0875057229767995,7
12,2.248578487940148,7
3,1.765769729587326,8
6,1.6173515931795885,8
9,2.0730836702028923,8
12,2.311091671215352,8
3,1.8622652028673738,9
6,1.9183516028754297,9
9,2.033667406526338,9
12,2.070030219236853,9
3,1.656331213356337,10
6,1.966182710792026,10
9,2.168593547433999,10
12,2.2101109358716458,10
3,1.666331573517659,11
6,2.075726571226656,11
9,2.0733537269722437,11
12,2.2041274362874783,11
3,1.5403982509429262,12
6,1.9974318048294646,12
9,2.2163434195177554,12
12,2.34937159329527,12
3,1.6061413384624301,13
6,1.98045993410132,13
9,2.1018722149788327,13
12,2.2790286994409934,13
3,1.7826266124539878,14
6,2.0878079887834295,14
9,2.1056396976960294,14
12,2.319161376751835,14
3,1.9760969592836797,15
6,2.073872677650613,15
9,2.122384430354749,15
12,2.329559366991085,15
3,1.7968949840805784,16
6,2.0014991009014476,16
9,2.085717700048831,16
12,2.16848486102277,16
3,1.7158271510739675,17
6,2.0162061412096794,17
9,2.0156222084094915,17
12,2.0843699415986214,17
3,1.6741862917084118,18
6,2.12627292324569,18
9,2.212188530793084,18
12,2.2282153302662993,18
3,1.5403749277343803,19
6,1.873442789546687,19
9,1.8858735184876054,19
12,2.1078428269504337,19
3,1.8341462878588846,20
6,2.0546895370772993,20
9,2.2216705603320186,20
12,2.295226025394507,20
3,1.5756233786150013,21
6,1.9918788354303487,21
9,2.069513278652114,21
12,2.1030050088617704,21
3,1.9250688202745923,22
6,2.0695951548079696,22
9,2.319051663008749,22
12,2.3333098616082903,22
3,1.6211316722401024,23
6,2.0476491538683357,23
9,2.1154563305139793,23
12,2.278229378952747,23
3,1.7502064110892201,24
6,2.1370479107053333,24
9,2.081812480159066,24
12,2.1552514259924167,24
3,1.8834390121260083,25
6,2.082130662725516,25
9,2.237836495092514,25
12,2.3512245587690908,25
3,1.7294674697378645,26
6,2.0753006786054997,26
9,2.299339584122262,26
12,2.393594698460774,26
3,1.9152079568406273,27
6,2.071980289475614,27
9,2.2116466413235805,27
12,2.25044241533493,27
3,1.7630003702718675,28
6,1.913732812942522,28
9,2.1293762085426047,28
12,2.325231498530082,28
3,1.742554740718453,29
6,1.7662137962294382,29
9,2.101643373823669,29
12,2.225713924865034,29
3,1.8885416145311285,30
6,1.9774219696427413,30
9,2.2509016527835555,30
12,2.3389473315946794,30
3,1.9749063240156972,31
6,2.0070106516367945,31
9,2.168543158491484,31
12,2.2362839468357496,31
3,1.4872739556025432,32
6,2.1077311021925746,32
9,2.176490037575846,32
12,2.225870627467343,32
3,1.7639747305008553,33
6,1.9804597663504349,33
9,2.181087302706474,33
12,2.2073693385075206,33
3,1.4849774161592877,34
6,1.8979536659086993,34
9,2.0721092713412417,34
12,2.2118868510589924,34
3,1.4907461409463287,35
6,2.0263900988734007,35
9,2.2453649250968155,35
12,2.304500763662243,35
3,1.8391956883410145,36
6,1.8101590216175791,36
9,2.203651387159875,36
12,2.2344342635952716,36
3,1.5766876352967023,37
6,1.8274045924183278,37
9,2.1103219088444543,37
12,2.233216524618046,37
3,1.5097368531035253,38
6,1.8690998230223943,38
9,2.0843203018681753,38
12,2.2193567930320675,38
3,1.6825540255651028,39
6,2.069853248166398,39
9,2.2699391887179945,39
12,2.2541189255654417,39
3,1.619505459440768,40
6,2.009384540683218,40
9,2.1428425964764983,40
12,2.1413582192843745,40
3,1.8936685487980018,41
6,2.1510391435102605,41
9,2.2579320703032772,41
12,2.3247023904659385,41
3,1.6473589893516147,42
6,2.232181055452393,42
9,2.328289906283151,42
12,2.335489918153591,42
3,1.8980243264986998,43
6,1.948486882378174,43
9,2.200316945160067,43
12,2.1732090167661697,43
3,1.4374417846135943,44
6,2.0196122591378245,44
9,2.1514206460337197,44
12,2.3831289391320065,44
3,1.786806593359615,45
6,1.9181773168823815,45
9,2.0640777938486257,45
12,2.2099218175212694,45
3,1.485754294695872,46
6,2.0375688013971454,46
9,2.348337197549156,46
12,2.418582620733145,46
3,1.5295261379877938,47
6,1.854367271405022,47
9,1.9270705548648264,47
12,2.2132472006894868,47
3,1.3958339132432902,48
6,1.9251795708572348,48
9,2.0682836376782854,48
12,2.159850831732439,48
3,1.6784766852018609,49
6,2.119740246249474,49
9,2.1677784379547274,49
12,2.1749707039402,49
