resampling_id,shift,coef
0,0.02049134604582037,0.02590159832706254
1,0.02056654413532982,0.02586452208045052
2,0.021038759902041675,0.025631697173130262
3,0.021261335547340148,0.025521956758596444
4,0.02068666184960218,0.025805298315247343
5,0.020678019448571113,0.02580955943137459
6,0.020682616038887304,0.02580729309299752
7,0.020172428994128938,0.026058839652399766
8,0.02093128875071435,0.025684685579302334
9,0.02125498597486205,0.025525087400832362
10,0.02108305115584108,0.02560985947141021
11,0.021069631278173424,0.025616476111502477
12,0.019891402828627495,0.026197398962676605
13,0.020555008584209937,0.025870209657633876
14,0.02050049504107767,0.02589708743580685
15,0.020594470773582764,0.025850752915121112
16,0.01633281280717805,0.02603389777575583
17,0.021896567514824952,0.025802790084554276
18,0.020948050975755375,0.02581608142369065
19,0.022868817702028463,0.02590558958920233
