outer_resampling_id,train_mse
0,1.301734653012246e-05
1,1.2201197408962643e-05
2,1.0765768089582354e-05
3,1.04576596010525e-05
4,1.194549002563387e-05
5,1.3531217548479839e-05
6,1.2917809595965698e-05
7,1.3235676203432927e-05
8,1.321289915756191e-05
9,1.346951354748801e-05
10,1.3375628236065381e-05
11,1.173210893272334e-05
12,1.2402032234843076e-05
13,1.338018828856065e-05
14,1.3518888732995576e-05
15,1.303877460048613e-05
16,1.3466320420898178e-05
17,1.3462131683841493e-05
18,1.3511968282504808e-05
19,1.3514097401838588e-05
