outer_resampling_id,train_mse
0,1.1216750584536868e-05
1,1.0545864044996547e-05
2,9.296652258114931e-06
3,9.027852713787068e-06
4,1.037132763392281e-05
5,1.158946369828301e-05
6,1.0980231238461945e-05
7,1.1300158561812145e-05
8,1.1281409614942032e-05
9,1.1533782271155269e-05
10,1.1428281902704313e-05
11,9.78070751215967e-06
12,1.0762880604921717e-05
13,1.1524007333769773e-05
14,1.1536497590644875e-05
15,1.0910145078604772e-05
16,1.150860966160132e-05
17,1.1521935669100163e-05
18,1.15730818703489e-05
19,1.1566409827689992e-05
