exp_id,id_in_exp,yres,ypred,w
0,0,0.0001275833442817146,0.003604720265450945,0.05
0,1,0.00035675480066784537,0.0050120461492557285,0.05
0,2,0.000781867307553759,0.007338109728529453,0.05
0,3,0.0008685919369654708,0.011328116161916785,0.05
0,4,0.0004056749857194538,0.019158625029073766,0.05
1,0,1.7550527251146754e-13,-4.1893349413894747e-07,0.05
1,1,0.00020756294069063848,0.009392955171492023,0.05
1,2,9.64742287550129e-05,0.019177870457227065,0.05
1,3,9.859373947984693e-05,0.02857056197562788,0.05
1,4,1.4786983423690374e-05,0.038354615308751235,0.05
1,5,3.6569916006469333e-05,0.047747306508394406,0.05
1,6,0.0004091600674150417,0.0622277054411775,0.05
2,0,0.0002810375924872826,0.010535824133370513,0.05
2,1,2.1867520148090753e-05,0.01652372796470407,0.05
2,2,1.556440038541399e-05,0.022845174316226596,0.05
2,3,0.00021032144854970025,0.02930246353381729,0.05
3,0,2.0937984497155487e-05,0.07172419575406078,0.05
3,1,1.7479174952384346e-05,0.07278081032245955,0.05
3,2,3.984485590124665e-06,0.07350388237066934,0.05
3,3,5.717414457986064e-06,0.07409111155281096,0.05
