outer_resampling_id,train_mse
0,1.319225225947024e-05
1,1.2355060858728468e-05
2,1.0900450112224459e-05
3,1.058825264527343e-05
4,1.2086850400786938e-05
5,1.3709759034400346e-05
6,1.3094346270004695e-05
7,1.3411362075594453e-05
8,1.3386962187361903e-05
9,1.3645651128519946e-05
10,1.3559668918773208e-05
11,1.1937754062702336e-05
12,1.2551400565174125e-05
13,1.3557085913113186e-05
14,1.3697034545404082e-05
15,1.3212034271283307e-05
16,1.3651954336183658e-05
17,1.3640746102983235e-05
18,1.368896772170165e-05
19,1.3694765874387401e-05
