resampling_id,shift,coef
0,-8331.66650025269,3238.5362316327723
1,-8134.607992050009,3161.9398478118187
2,-7885.000675337771,3064.917811007682
3,-7764.576092713445,3018.1089336021773
4,-7797.4191607018965,3030.874991076406
5,-7978.835067860515,3101.3911165398827
6,-8136.797529915904,3162.7909183101006
7,-8022.9415608892705,3118.5352523994416
8,-7814.935463629072,3037.6835550626606
9,-7733.922562590889,3006.1939466262306
10,-7744.870251920374,3010.4492991176403
11,-7738.301638322684,3007.8960876227943
12,-8060.163704582972,3133.003450859916
13,-7978.834640102985,3101.3909502710917
14,-7978.835067894387,3101.3911165530485
15,-7978.835067873777,3101.3911165450377
16,-8547.714165990556,3322.510023187469
17,-8061.283065451133,3133.4401333104
18,-8014.587763473885,3115.288830742045
19,-8040.313593239045,3125.288922639527
