,time_step,stimulus,type,familiarity,novelty,n_im
0,0,0,fam,0.0019493177387914231,6.240275845170769,3
1,1,1,fam,0.0019451048195374973,6.24243941157078,3
2,2,2,fam,0.0019409519290905562,6.2445767411552415,3
3,3,0,fam,0.004046096359546268,5.510002724517642,3
4,4,1,fam,0.00403766512535782,5.512088693348218,3
5,5,2,fam,0.004029352744864392,5.514149525137378,3
6,6,0,fam,0.006055134274613971,5.106848726399019,3
7,7,1,fam,0.006042965932588198,5.108860339118491,3
8,8,2,fam,0.006030967353947487,5.1108478575693095,3
9,9,0,fam,0.007980968447943434,4.830695515492467,3
10,10,1,fam,0.007965497742605418,4.832635846347835,3
11,11,2,fam,0.007950240712845858,4.834553072428886,3
12,12,0,fam,0.009827840296687212,4.62253607428356,3
13,13,1,fam,0.00980946011396481,4.624408041173657,3
14,14,2,fam,0.009791331329921568,4.626257842929317,3
15,15,0,fam,0.011599719363258069,4.456774373985049,3
16,16,1,fam,0.011578784839817372,4.458580748455956,3
17,17,2,fam,0.011558133962102564,4.460365850731279,3
18,18,0,fam,0.01330032474211197,4.3199668273523635,3
19,19,1,fam,0.013277156938535603,4.321710243807162,3
20,20,2,fam,0.0132543001813656,4.323433237212409,3
21,21,0,fam,0.01493314450596861,4.204172072998854,3
22,22,1,fam,0.014908033694656006,4.205855037194886,3
23,23,2,fam,0.014883257040781965,4.207518386380163,3
24,24,0,fam,0.016501453346170685,4.104306820368455,3
25,25,1,fam,0.016474661958316428,4.105931717267415,3
26,26,2,fam,0.01644822404202062,4.107537768570352,3
27,27,0,fam,0.018008328615950538,4.016920927212878,3
28,28,1,fam,0.017980093886347602,4.018490028242196,3
29,29,2,fam,0.017952228582060435,4.020041016765003,3
30,30,0,fam,0.01945666494291154,3.9395655970291266,3
31,31,1,fam,0.019427201286491707,3.941081066807002,3
32,32,2,fam,0.019398120035920244,3.942579122973419,3
33,33,0,fam,0.020849187557532376,3.870440297562117,3
34,34,1,fam,0.0208186887073806,3.871904200133224,3
35,35,2,fam,0.020788582614007886,3.8733513557707244,3
36,36,0,fam,0.02218846446753837,3.8081827437317743,3
37,37,1,fam,0.02215710540050346,3.8095970483559074,3
38,38,2,fam,0.022126147116825957,3.810995242343979,3
39,39,0,fam,0.02347691759319295,3.751737570612992,3
40,40,1,fam,0.02344485626608232,3.753104157144715,3
41,41,2,fam,0.023413201695922186,3.7544552406659766,3
42,42,0,fam,0.02471683296564054,3.7002707708769154,3
43,43,1,fam,0.024684211882262583,3.7015914347705534,3
44,44,2,fam,0.024652001717855847,3.7028971761979044,3
45,45,0,fam,0.025910370079119924,3.653112001255784,3
46,46,1,fam,0.025877317706065675,3.6543884582267596,3
47,47,2,fam,0.025844678817331247,3.65565054767654,3
48,48,0,fam,0.02705957047794506,3.6097145293165043,3
49,49,1,fam,0.02702620252493169,3.610948419687087,3
50,50,2,fam,0.02699324921632172,3.612168473265397,3
51,51,0,fam,0.02816636565043123,3.569626720311163,3
52,52,1,fam,0.028132786229221822,3.5708196130660355,3
53,53,3,nov,0.0017892774976328153,6.325943373218407,3
54,54,0,fam,0.02923258429426817,3.5324712913734166,3
55,55,1,fam,0.029198886968599277,3.5336246879481155,3
56,56,2,fam,0.02722381077925462,3.603663292319933,3
57,57,0,fam,0.03025995901107186,3.4979299251809457,3
58,58,1,fam,0.030226227748632362,3.499045263004117,3
59,59,2,fam,0.02831508273037867,3.5643606576343516,3
0,0,0,fam,0.0019493177387914231,6.240275845170769,6
1,1,1,fam,0.0019451048195374973,6.24243941157078,6
2,2,2,fam,0.0019409519290905562,6.2445767411552415,6
3,3,3,fam,0.0019368579988254034,6.24668820709207,6
4,4,4,fam,0.0019328219843742554,6.248774175922646,6
5,5,5,fam,0.0019288428649422654,6.250835007711806,6
6,6,0,fam,0.003958896783772316,5.531789882485625,6
7,7,1,fam,0.003950941021286314,5.533801495205096,6
8,8,2,fam,0.003943096251503141,5.535789013655915,6
9,9,3,fam,0.003935360555770555,5.537752773414402,6
10,10,4,fam,0.0039277320575557976,5.5396931042697695,6
11,11,5,fam,0.003920208921296631,5.54161033035082,6
12,12,0,fam,0.00580543593102448,5.148960570868112,6
13,13,1,fam,0.00579457851271342,5.150832537758209,6
