outer_resampling_id,train_mse
0,7.723385915176125e-06
1,8.379544657172769e-06
2,8.486425549060957e-06
3,8.24455969965902e-06
4,8.329464348030651e-06
5,8.544653161339118e-06
6,8.374976481917318e-06
7,8.528789985257811e-06
8,8.368938181793356e-06
9,8.152498458897624e-06
10,8.18679806607265e-06
11,8.166407714116616e-06
12,8.49728819274764e-06
13,7.2620951773135005e-06
14,7.500406272091025e-06
15,7.904186745931682e-06
16,5.697071797933581e-06
17,7.970740291532512e-06
18,8.409463024723169e-06
19,8.199577926218006e-06
