outer_resampling_id,train_mse
0,7.723710936808408e-06
1,8.379923471243257e-06
2,8.486787139029082e-06
3,8.244913096560474e-06
4,8.32981997180609e-06
5,8.545021169192222e-06
6,8.37535545043523e-06
7,8.529161054159749e-06
8,8.369294995565204e-06
9,8.15284978252515e-06
10,8.187150129585233e-06
11,8.166759333622182e-06
12,8.497661836680927e-06
13,7.2622664257508096e-06
14,7.500772846801002e-06
15,7.904554744805103e-06
16,5.697386184713838e-06
17,7.971002453863254e-06
18,8.409848654295047e-06
19,8.199977702525642e-06
