n_im,steady,sample_id
3,1.507274612832142,0
6,2.166361279438263,0
9,2.270146922110918,0
12,2.325090376788854,0
3,2.1115131751979326,1
6,2.1806991153848068,1
9,2.1712470382105176,1
12,2.1541402251073842,1
3,1.8320390331243188,2
6,1.8935281383923968,2
9,2.2025912567701083,2
12,2.2734052684669313,2
3,1.7652363788872785,3
6,2.039645816589777,3
9,2.253870018611922,3
12,2.376009380998559,3
3,2.1315449490350025,4
6,2.2958478980555825,4
9,2.3748291138884823,4
12,2.443653866440906,4
3,2.0348770565746053,5
6,2.2377426948277925,5
9,2.2336798228328005,5
12,2.346508285315046,5
3,2.018684318119433,6
6,2.047723034138349,6
9,2.354470982896922,6
12,2.3627617606141933,6
3,1.840453131766997,7
6,2.351014642214726,7
9,2.410010170598886,7
12,2.4577450060802764,7
3,1.807509927576774,8
6,2.1074371368564067,8
9,2.2877447838530567,8
12,2.401088157152225,8
3,1.7963965923130063,9
6,1.9503657477597343,9
9,2.1214805693706356,9
12,2.2693541651300513,9
3,1.6858620302735623,10
6,1.9959473176980382,10
9,2.252635864560335,10
12,2.349248904060831,10
3,1.6254818811244418,11
6,2.011368905525295,11
9,2.105820561042748,11
12,2.159055930135638,11
3,1.692673398041669,12
6,1.9308966436033377,12
9,2.272582286853269,12
12,2.309066309692084,12
3,1.7452331185099494,13
6,1.8830531054525692,13
9,2.22418960638183,13
12,2.344770313539694,13
3,1.6915164409103693,14
6,2.000079451988737,14
9,2.3113749075027554,14
12,2.373332448194378,14
3,2.0464088804733187,15
6,2.229051030876509,15
9,2.2238603621949786,15
12,2.336228497295214,15
3,2.097643548017471,16
6,2.072601013979954,16
9,2.130822435468867,16
12,2.410983818263298,16
3,1.6773004037274208,17
6,2.1690189839595777,17
9,2.308889178920802,17
12,2.2684286981030493,17
3,1.796281008652724,18
6,2.1595492306104487,18
9,2.2519666749925507,18
12,2.2006837584531462,18
3,1.6198992421438365,19
6,2.0608526927070785,19
9,2.2687504740441424,19
12,2.369731155431173,19
3,1.8384729246294504,20
6,2.1896045678503127,20
9,2.3758267021765924,20
12,2.4291720864666604,20
3,1.8549360144618088,21
6,1.9828471236081362,21
9,2.124678651667623,21
12,2.2265181628516997,21
3,1.7847856140345897,22
6,2.0539925728144843,22
9,2.294723293742372,22
12,2.431031733934097,22
3,1.990292892587356,23
6,2.318332275147836,23
9,2.393915586922447,23
12,2.474771656806594,23
3,1.7202354070763382,24
6,2.209669323895964,24
9,2.1486768731696952,24
12,2.1620295663018183,24
3,2.0145337573750597,25
6,2.2228320805878843,25
9,2.3565006050785,25
12,2.444429209028532,25
3,1.738900212807789,26
6,2.1697843138647728,26
9,2.325942971244081,26
12,2.38310944489493,26
3,1.9637847415409255,27
6,2.061195247413484,27
9,2.1419686211489073,27
12,2.3000973418316977,27
3,1.9749627275424784,28
6,1.8829353381099063,28
9,2.21242878546403,28
12,2.2793193860629937,28
3,1.7936672203301134,29
6,2.2294576209701877,29
9,2.266415386480894,29
12,2.4071355968447583,29
3,1.8747286035192146,30
6,2.1333324968088463,30
9,2.326016252019799,30
12,2.272012379425392,30
3,1.7057840232958585,31
6,2.2932473397101836,31
9,2.39630577251625,31
12,2.401769235844518,31
3,1.8789385166581445,32
6,2.321544961980504,32
9,2.4695213101012263,32
12,2.5004111306517287,32
3,1.8226446734238357,33
6,2.195870513043422,33
9,2.3622657849528412,33
12,2.458075425173242,33
3,2.058361605973081,34
6,2.213651722285907,34
9,2.2996033139833414,34
12,2.346065941326804,34
3,1.9320267427119522,35
6,2.2212787643929355,35
9,2.3172967700720712,35
12,2.404725663776057,35
3,2.1147869736271487,36
6,2.1409223583371224,36
9,2.111149942810971,36
12,2.1138785008551833,36
3,1.9570915593081244,37
6,2.1696960781885672,37
9,2.233684773073352,37
12,2.2745076311861334,37
3,1.610938358421191,38
6,2.220560432586536,38
9,2.2811923010195714,38
12,2.3435208564486887,38
3,2.0160630824385164,39
6,2.209263607848386,39
9,2.3807852309067044,39
12,2.340308720054461,39
3,1.9889070269901268,40
6,2.165813347305821,40
9,2.188768771726689,40
12,2.3492748938751236,40
3,1.9338262844696943,41
6,2.2095528250800585,41
9,2.2978006798584842,41
12,2.34251611000316,41
3,2.0878985243721564,42
6,2.2687725808359516,42
9,2.4504209868836977,42
12,2.5332510876881664,42
3,2.166509140808431,43
6,2.2816136159164175,43
9,2.2164902865160094,43
12,2.2283922778541703,43
3,1.8617332564888638,44
6,2.1421539132911156,44
9,2.3102718747014115,44
12,2.38619751506875,44
3,1.877691572761359,45
6,2.285744831891564,45
9,2.287640026070435,45
12,2.3726025493092657,45
3,2.046506593973033,46
6,2.1391709980560125,46
9,2.344349089549245,46
12,2.421118246737157,46
3,1.847233291394884,47
6,2.39778802209327,47
9,2.4239384100662766,47
12,2.495263360060441,47
3,1.9056911031472263,48
6,1.9873790612131386,48
9,2.3001638323933657,48
12,2.3388826540777905,48
3,1.7365063470418058,49
6,2.112212276533761,49
9,2.2999604581673485,49
12,2.2842691519225933,49
