exp_id,id_in_exp,yres,ypred,w
0,0,8.555714118926212e-07,0.01397502896699809,0.2
0,1,1.762851803296133e-07,0.023480136712334107,0.2
0,2,2.5115468298842212e-05,0.0302884664723418,0.2
0,3,4.1458828368034806e-05,0.03436114696797366,0.2
0,4,5.99816984680813e-06,0.036850883864164845,0.2
1,0,1.7047825047878214e-09,-4.1289011913435533e-05,0.14285714285714285
1,1,2.0669242530262337e-05,0.019253656135941506,0.14285714285714285
1,2,7.0339201700134e-06,0.03165215387374364,0.14285714285714285
1,3,3.008634178266417e-07,0.03795148981976025,0.14285714285714285
1,4,1.210621048314143e-06,0.04109971774152532,0.14285714285714285
1,5,4.7214033219428625e-07,0.04238712468460556,0.14285714285714285
1,6,1.5615565550811151e-06,0.04324962256504959,0.14285714285714285
2,0,2.8893366572751784e-05,0.03267525502397345,0.25
2,1,2.0687298828958872e-05,0.02574832923489042,0.25
2,2,9.693476099409766e-06,0.015786565224802394,0.25
2,3,1.1880841783712049e-06,0.01371000725765205,0.25
3,0,0.00014926914285565493,0.06408242483732329,0.25
3,1,1.5394931020125803e-05,0.07252363747307594,0.25
3,2,1.4888968236663094e-06,0.07672020359926789,0.25
3,3,5.0037713980736725e-05,0.07877373409033282,0.25
