outer_resampling_id,train_mse
0,3.5706004597251367e-06
1,3.922467524688988e-06
2,4.122101975231383e-06
3,3.954229424712205e-06
4,4.019107854054687e-06
5,4.137543731046573e-06
6,3.856600619769836e-06
7,4.08041640169985e-06
8,4.047892522910369e-06
9,3.8808469725916965e-06
10,3.9084781355887895e-06
11,3.892089091789823e-06
12,4.026075354828468e-06
13,4.125220628453537e-06
14,3.959098990561596e-06
15,3.922035316771181e-06
16,2.7168266638215095e-06
17,4.0954184975705346e-06
18,4.066483674668934e-06
19,3.5207040831948084e-06
