outer_resampling_id,train_mse
0,1.2857537023522249e-05
1,1.2849305540977193e-05
2,1.2751788424724655e-05
3,1.2787353833131321e-05
4,1.2815521491724971e-05
5,1.286016051038674e-05
6,1.1369130045695093e-05
7,1.160353794288482e-05
8,1.0843956164808357e-05
9,1.07364109820603e-05
10,1.1160314702724544e-05
11,1.1511904305331967e-05
12,1.2670976471604622e-05
13,1.2247727789045954e-05
14,1.2041107728333795e-05
15,1.1589616146318743e-05
16,1.2553397825592288e-05
17,1.2811682090987912e-05
18,1.285636426120982e-05
19,1.272851823878443e-05
