,n_fam,nt_norm,steady
0,1,0.0296529043430791,8.490168242703929
1,3,0.03579675065702759,8.484026087464608
2,8,0.03660836315012439,8.483214699381646
3,18,0.03661223256476198,8.483210831037468
4,38,0.036612232651975773,8.483210830950277
