train_error,train_error_std,train_error_se,test_error,test_error_std,test_error_se
2.1276377769924808e-06,1.8156193480333144e-07,1.8156193480333144e-07,8.890329862427438e-05,1.9614084745417893e-05,1.9614084745417893e-05
