Unnamed: 0,mse_comb,grid_id,alph_leak,eps,k_alph,num_states_input,num_states_model,coef,shift,train_rss,train_mse,train_nmse
0,2.0014546822612356e-05,0,0.0,1e-06,,13,13,0.0017301724835887466,0.06970136857801063,0.00040029093645224705,2.0014546822612353e-05,0.045704675056122746
0,2.0014546812986037e-05,1,0.0,1e-06,,13,15,0.0017301724855241355,0.06970136853429203,0.00040029093625972066,2.0014546812986033e-05,0.045704675034140343
0,2.0014546774480817e-05,2,0.0,1e-06,,13,23,0.0017301724932656782,0.0697013683594176,0.0004002909354896163,2.0014546774480817e-05,0.04570467494621088
0,2.0014546581955947e-05,3,0.0,1e-06,,13,63,0.0017301725319731707,0.06970136748504638,0.0004002909316391189,2.0014546581955947e-05,0.045704674506566324
0,2.001454441619485e-05,4,0.0,1e-06,,13,513,0.0017301729674067457,0.06970135764845048,0.00040029088832389695,2.0014544416194846e-05,0.04570466956089315
0,2.0014522773081014e-05,5,0.0,1e-06,,13,5013,0.0017301773191463286,0.06970125929067142,0.0004002904554616204,2.0014522773081018e-05,0.04570462013726674
0,1.9607808608051733e-05,6,0.0,1e-05,,13,13,0.0020342972325179056,0.0691171486901982,0.0003921561721610347,1.9607808608051733e-05,0.04477585872597242
0,1.960780849568949e-05,7,0.0,1e-05,,13,15,0.0020342972585936144,0.06911714816978828,0.0003921561699137898,1.960780849568949e-05,0.04477585846938505
0,1.9607808046246543e-05,8,0.0,1e-05,,13,23,0.0020342973628952044,0.06911714608815242,0.0003921561609249309,1.9607808046246543e-05,0.04477585744304936
0,1.960780579917612e-05,9,0.0,1e-05,,13,63,0.0020342978843731867,0.06911713568006314,0.0003921561159835224,1.960780579917612e-05,0.04477585231170043
0,1.9607780536195756e-05,10,0.0,1e-05,,13,513,0.0020343037475615204,0.06911701859933839,0.00039215561072391506,1.9607780536195753e-05,0.0447757946218452
0,1.960752956659996e-05,11,0.0,1e-05,,13,5013,0.0020343620345606964,0.06911584882582264,0.0003921505913319992,1.960752956659996e-05,0.04477522151449851
0,1.904837721588554e-05,12,0.0,0.0001,,13,13,0.0024654454465938957,0.06828890187815705,0.00038096754431771076,1.904837721588554e-05,0.043498356406196544
0,1.9048375873459732e-05,13,0.0,0.0001,,13,15,0.002465445815775448,0.06828889546909195,0.0003809675174691947,1.9048375873459735e-05,0.04349835334066947
0,1.9048370504463326e-05,14,0.0,0.0001,,13,23,0.002465447292326628,0.06828886983332713,0.00038096741008926654,1.9048370504463326e-05,0.04349834108017522
