,mse_comb,grid_id,alph_leak,eps,k_alph,num_states_input,num_states_model
0,2.772935742076434e-06,479,0.2,0.001,,13,5013
0,2.7863644765731144e-06,480,0.2,0.01,,13,13
0,2.7860062244344163e-06,481,0.2,0.01,,13,15
0,2.784608768538563e-06,482,0.2,0.01,,13,23
0,2.778378026471545e-06,483,0.2,0.01,,13,63
0,2.746674645958374e-06,484,0.2,0.01,,13,513
0,2.720421143510541e-06,485,0.2,0.01,,13,5013
0,3.297087730042286e-06,486,0.2,0.1,,13,13
0,3.2934913974677294e-06,487,0.2,0.1,,13,15
0,3.2814861688127803e-06,488,0.2,0.1,,13,23
0,3.250122542702785e-06,489,0.2,0.1,,13,63
0,3.21124087540627e-06,490,0.2,0.1,,13,513
0,3.203477407504076e-06,491,0.2,0.1,,13,5013
0,3.5731485915272525e-06,492,0.2,0.2,,13,13
0,3.567575085110417e-06,493,0.2,0.2,,13,15
0,3.5506561808362405e-06,494,0.2,0.2,,13,23
0,3.5158775594031073e-06,495,0.2,0.2,,13,63
0,3.4852830319818703e-06,496,0.2,0.2,,13,513
0,3.480320299195437e-06,497,0.2,0.2,,13,5013
0,3.7374062333433398e-06,498,0.2,0.3,,13,13
0,3.7308068760105806e-06,499,0.2,0.3,,13,15
0,3.711918767424174e-06,500,0.2,0.3,,13,23
0,3.677785689222695e-06,501,0.2,0.3,,13,63
0,3.652057211003324e-06,502,0.2,0.3,,13,513
0,3.648206655802854e-06,503,0.2,0.3,,13,5013
0,3.849323737485956e-06,504,0.2,0.4,,13,13
0,3.8421698907608584e-06,505,0.2,0.4,,13,15
0,3.822500195527674e-06,506,0.2,0.4,,13,23
0,3.7897249715113067e-06,507,0.2,0.4,,13,63
0,3.7671231620819926e-06,508,0.2,0.4,,13,513
0,3.763882648755544e-06,509,0.2,0.4,,13,5013
0,3.9316290065618346e-06,510,0.2,0.5,,13,13
0,3.924168710826113e-06,511,0.2,0.5,,13,15
0,3.90424596514033e-06,512,0.2,0.5,,13,23
0,3.87285696791584e-06,513,0.2,0.5,,13,63
0,3.852432569382168e-06,514,0.2,0.5,,13,513
0,3.8495813923485e-06,515,0.2,0.5,,13,5013
0,3.9952204363950785e-06,516,0.2,0.6,,13,13
0,3.9875918316686904e-06,517,0.2,0.6,,13,15
0,3.967666291733484e-06,518,0.2,0.6,,13,23
0,3.937535574273599e-06,519,0.2,0.6,,13,63
0,3.9187171231983554e-06,520,0.2,0.6,,13,513
0,3.916137575352279e-06,521,0.2,0.6,,13,5013
0,4.046090901044535e-06,522,0.2,0.7,,13,13
0,4.0383743835156754e-06,523,0.2,0.7,,13,15
0,4.018567559048163e-06,524,0.2,0.7,,13,23
0,3.9895428346090716e-06,525,0.2,0.7,,13,63
0,3.9719595889260685e-06,526,0.2,0.7,,13,513
0,3.969581054806163e-06,527,0.2,0.7,,13,5013
0,4.087853905263366e-06,528,0.2,0.8,,13,13
0,4.080097794534716e-06,529,0.2,0.8,,13,15
0,4.060467603104463e-06,530,0.2,0.8,,13,23
0,4.032407517210447e-06,531,0.2,0.8,,13,63
0,4.015805005185141e-06,532,0.2,0.8,,13,513
0,4.01358160688004e-06,533,0.2,0.8,,13,5013
0,4.122838025967905e-06,534,0.2,0.9,,13,13
0,4.115071997611891e-06,535,0.2,0.9,,13,15
0,4.095643513474776e-06,536,0.2,0.9,,13,23
0,4.068425589659049e-06,537,0.2,0.9,,13,63
0,4.052621370948923e-06,538,0.2,0.9,,13,513
0,4.05052153128708e-06,539,0.2,0.9,,13,5013
0,4.152621256518188e-06,540,0.2,1.0,,13,13
0,4.144863746707943e-06,541,0.2,1.0,,13,15
0,4.125644625668602e-06,542,0.2,1.0,,13,23
0,4.099165109792567e-06,543,0.2,1.0,,13,63
0,4.084023791239358e-06,544,0.2,1.0,,13,513
0,4.082024802728715e-06,545,0.2,1.0,,13,5013
0,4.43828223207566e-06,546,0.2,5.0,,13,13
0,4.431388506627834e-06,547,0.2,5.0,,13,15
0,4.415705712668336e-06,548,0.2,5.0,,13,23
0,4.396880434721427e-06,549,0.2,5.0,,13,63
0,4.387331267115246e-06,550,0.2,5.0,,13,513
0,4.386128992793503e-06,551,0.2,5.0,,13,5013
0,4.487822672560807e-06,552,0.2,10.0,,13,13
0,4.4812113488490705e-06,553,0.2,10.0,,13,15
0,4.4663670168955585e-06,554,0.2,10.0,,13,23
0,4.448901234040215e-06,555,0.2,10.0,,13,63
0,4.440185840731659e-06,556,0.2,10.0,,13,513
0,4.439095316039241e-06,557,0.2,10.0,,13,5013
0,4.514447831368553e-06,558,0.2,20.0,,13,13
0,4.508002046892673e-06,559,0.2,20.0,,13,15
0,4.493627990702467e-06,560,0.2,20.0,,13,23
0,4.476889060451853e-06,561,0.2,20.0,,13,63
0,4.468605940327149e-06,562,0.2,20.0,,13,513
0,4.4675727435052095e-06,563,0.2,20.0,,13,5013
0,4.531092643629881e-06,564,0.2,50.0,,13,13
0,4.524754935503638e-06,565,0.2,50.0,,13,15
0,4.510681084639813e-06,566,0.2,50.0,,13,23
0,4.49439459859398e-06,567,0.2,50.0,,13,63
0,4.486376169287282e-06,568,0.2,50.0,,13,513
0,4.485377877870729e-06,569,0.2,50.0,,13,5013
0,3.0176015378170413e-06,570,0.3,1e-06,,13,13
0,3.017601528145588e-06,571,0.3,1e-06,,13,15
0,3.017601489459908e-06,572,0.3,1e-06,,13,23
0,3.0176012960346167e-06,573,0.3,1e-06,,13,63
0,3.0175991203565775e-06,574,0.3,1e-06,,13,513
0,3.017577399531521e-06,575,0.3,1e-06,,13,5013
0,2.940109295980235e-06,576,0.3,1e-05,,13,13
0,2.9401091774893514e-06,577,0.3,1e-05,,13,15
0,2.940108703541676e-06,578,0.3,1e-05,,13,23
0,2.9401063341839e-06,579,0.3,1e-05,,13,63
0,2.94007972254478e-06,580,0.3,1e-05,,13,513
0,2.9398179417584125e-06,581,0.3,1e-05,,13,5013
0,2.8806804646287768e-06,582,0.3,0.0001,,13,13
0,2.8806789449178344e-06,583,0.3,0.0001,,13,15
0,2.8806728681091496e-06,584,0.3,0.0001,,13,23
0,2.880642532826197e-06,585,0.3,0.0001,,13,63
0,2.8803067687356817e-06,586,0.3,0.0001,,13,513
0,2.877425797636026e-06,587,0.3,0.0001,,13,5013
0,2.939202130039455e-06,588,0.3,0.001,,13,13
0,2.939181413285853e-06,589,0.3,0.001,,13,15
0,2.93909882231843e-06,590,0.3,0.001,,13,23
0,2.938692383550848e-06,591,0.3,0.001,,13,63
0,2.934761436691149e-06,592,0.3,0.001,,13,513
0,2.919788362421937e-06,593,0.3,0.001,,13,5013
0,3.446723007868102e-06,594,0.3,0.01,,13,13
0,3.4464320993175012e-06,595,0.3,0.01,,13,15
0,3.445304867500953e-06,596,0.3,0.01,,13,23
0,3.4404207882163163e-06,597,0.3,0.01,,13,63
0,3.4187148460004873e-06,598,0.3,0.01,,13,513
0,3.4039851021628335e-06,599,0.3,0.01,,13,5013
0,4.528915836850882e-06,600,0.3,0.1,,13,13
0,4.52611884054039e-06,601,0.3,0.1,,13,15
0,4.517071297739912e-06,602,0.3,0.1,,13,23
0,4.495364462285824e-06,603,0.3,0.1,,13,63
0,4.471815312319018e-06,604,0.3,0.1,,13,513
0,4.467504138671375e-06,605,0.3,0.1,,13,5013
0,4.837237236312202e-06,606,0.3,0.2,,13,13
0,4.832981111030351e-06,607,0.3,0.2,,13,15
0,4.820500288541758e-06,608,0.3,0.2,,13,23
0,4.796762190351425e-06,609,0.3,0.2,,13,63
0,4.777792242605671e-06,610,0.3,0.2,,13,513
0,4.774869169612127e-06,611,0.3,0.2,,13,5013
0,4.991654202682746e-06,612,0.3,0.3,,13,13
0,4.986631569422538e-06,613,0.3,0.3,,13,15
0,4.972715254565388e-06,614,0.3,0.3,,13,23
0,4.949178628517112e-06,615,0.3,0.3,,13,63
0,4.932693697258202e-06,616,0.3,0.3,,13,513
0,4.930313197202291e-06,617,0.3,0.3,,13,5013
0,5.087049532621841e-06,618,0.3,0.4,,13,13
0,5.0815857169389894e-06,619,0.3,0.4,,13,15
0,5.066997173175802e-06,620,0.3,0.4,,13,23
0,5.044021725175112e-06,621,0.3,0.4,,13,63
0,5.029079560305399e-06,622,0.3,0.4,,13,513
0,5.026994247070539e-06,623,0.3,0.4,,13,5013
0,5.152489790383889e-06,624,0.3,0.5,,13,13
0,5.146753404946548e-06,625,0.3,0.5,,13,15
0,5.1318313362154385e-06,626,0.3,0.5,,13,23
0,5.109432393559251e-06,627,0.3,0.5,,13,63
0,5.0955425193696125e-06,628,0.3,0.5,,13,513
0,5.093644455129114e-06,629,0.3,0.5,,13,5013
0,5.200389572669901e-06,630,0.3,0.6,,13,13
0,5.1944755496085586e-06,631,0.3,0.6,,13,15
0,5.179386492815568e-06,632,0.3,0.6,,13,23
0,5.157506556948537e-06,633,0.3,0.6,,13,63
0,5.144381607118131e-06,634,0.3,0.6,,13,513
0,5.142613518276018e-06,635,0.3,0.6,,13,5013
0,5.237056480508543e-06,636,0.3,0.7,,13,13
0,5.231021848157251e-06,637,0.3,0.7,,13,15
0,5.215853635318128e-06,638,0.3,0.7,,13,23
0,5.194425450624364e-06,639,0.3,0.7,,13,63
0,5.181882390119123e-06,640,0.3,0.7,,13,513
0,5.1802100607159635e-06,641,0.3,0.7,,13,5013
0,5.266067894659914e-06,642,0.3,0.8,,13,13
0,5.259948710654608e-06,643,0.3,0.8,,13,15
0,5.244749907871115e-06,644,0.3,0.8,,13,23
0,5.223712128963493e-06,645,0.3,0.8,,13,63
0,5.211627031861298e-06,646,0.3,0.8,,13,513
0,5.21002831496636e-06,647,0.3,0.8,,13,5013
0,5.289615310840644e-06,648,0.3,0.9,,13,13
0,5.2834353309930124e-06,649,0.3,0.9,,13,15
0,5.268233592386409e-06,650,0.3,0.9,,13,23
0,5.2475338542876815e-06,651,0.3,0.9,,13,63
0,5.235818827142922e-06,652,0.3,0.9,,13,513
0,5.2342785312674025e-06,653,0.3,0.9,,13,5013
0,5.309120707222194e-06,654,0.3,1.0,,13,13
0,5.302896118069998e-06,655,0.3,1.0,,13,15
0,5.287707394468422e-06,656,0.3,1.0,,13,23
0,5.267301895541937e-06,657,0.3,1.0,,13,63
0,5.255892286165103e-06,658,0.3,1.0,,13,513
0,5.254399521508128e-06,659,0.3,1.0,,13,5013
0,5.471105874802847e-06,660,0.3,5.0,,13,13
0,5.464759626408222e-06,661,0.3,5.0,,13,15
0,5.450279472940338e-06,662,0.3,5.0,,13,23
0,5.4328047261675045e-06,663,0.3,5.0,,13,63
0,5.4238945267190045e-06,664,0.3,5.0,,13,513
0,5.422770242114889e-06,665,0.3,5.0,,13,5013
0,5.494636340797523e-06,666,0.3,10.0,,13,13
0,5.488317092334547e-06,667,0.3,10.0,,13,15
0,5.474038239792921e-06,668,0.3,10.0,,13,23
0,5.457060710086372e-06,669,0.3,10.0,,13,63
0,5.448509106666161e-06,670,0.3,10.0,,13,513
0,5.4474350467282484e-06,671,0.3,10.0,,13,5013
0,5.5067376780794464e-06,672,0.3,20.0,,13,13
0,5.500437539020959e-06,673,0.3,20.0,,13,15
0,5.486272867326583e-06,674,0.3,20.0,,13,23
0,5.4695581318125095e-06,675,0.3,20.0,,13,63
0,5.461190669065642e-06,676,0.3,20.0,,13,513
0,5.460142172083702e-06,677,0.3,20.0,,13,5013
0,5.5141108635104606e-06,678,0.3,50.0,,13,13
0,5.507824172339757e-06,679,0.3,50.0,,13,15
0,5.493732692635627e-06,680,0.3,50.0,,13,23
0,5.47718044458717e-06,681,0.3,50.0,,13,63
0,5.468925100351101e-06,682,0.3,50.0,,13,513
0,5.4678920943015e-06,683,0.3,50.0,,13,5013
0,2.933113728206334e-06,684,0.4,1e-06,,13,13
0,2.933113721975451e-06,685,0.4,1e-06,,13,15
0,2.933113697052015e-06,686,0.4,1e-06,,13,23
0,2.9331135724373375e-06,687,0.4,1e-06,,13,63
0,2.9331121708090213e-06,688,0.4,1e-06,,13,513
0,2.9330981834391254e-06,689,0.4,1e-06,,13,5013
0,2.921319449459707e-06,690,0.4,1e-05,,13,13
0,2.9213193724151434e-06,691,0.4,1e-05,,13,15
0,2.9213190642497684e-06,692,0.4,1e-05,,13,23
0,2.9213175237318005e-06,693,0.4,1e-05,,13,63
0,2.921300228307022e-06,694,0.4,1e-05,,13,513
0,2.9211307773679257e-06,695,0.4,1e-05,,13,5013
0,3.0318713981213946e-06,696,0.4,0.0001,,13,13
0,3.031870401496947e-06,697,0.4,0.0001,,13,15
0,3.0318664166641055e-06,698,0.4,0.0001,,13,23
0,3.0318465323753806e-06,699,0.4,0.0001,,13,63
0,3.031627320209307e-06,700,0.4,0.0001,,13,513
0,3.029810208244717e-06,701,0.4,0.0001,,13,5013
0,3.507699583692264e-06,702,0.4,0.001,,13,13
0,3.5076859889335924e-06,703,0.4,0.001,,13,15
0,3.507631835325815e-06,704,0.4,0.001,,13,23
0,3.507366367186366e-06,705,0.4,0.001,,13,63
0,3.5048840476616644e-06,706,0.4,0.001,,13,513
0,3.496658916050165e-06,707,0.4,0.001,,13,5013
0,4.511761697472658e-06,708,0.4,0.01,,13,13
0,4.511571819729482e-06,709,0.4,0.01,,13,15
0,4.51084137580314e-06,710,0.4,0.01,,13,23
0,4.507770975516051e-06,711,0.4,0.01,,13,63
0,4.495755800739271e-06,712,0.4,0.01,,13,513
0,4.4888594801448e-06,713,0.4,0.01,,13,5013
0,5.5677752450168654e-06,714,0.4,0.1,,13,13
0,5.565990892609153e-06,715,0.4,0.1,,13,15
0,5.560384788130283e-06,716,0.4,0.1,,13,23
0,5.547888993070227e-06,717,0.4,0.1,,13,63
0,5.535678315052177e-06,718,0.4,0.1,,13,513
0,5.533578544414252e-06,719,0.4,0.1,,13,5013
0,5.807316510310641e-06,720,0.4,0.2,,13,13
0,5.804636513839589e-06,721,0.4,0.2,,13,15
0,5.797004877379861e-06,722,0.4,0.2,,13,23
0,5.783362877542543e-06,723,0.4,0.2,,13,63
0,5.77321123178211e-06,724,0.4,0.2,,13,513
0,5.771701916489945e-06,725,0.4,0.2,,13,5013
0,5.9173865073913595e-06,726,0.4,0.3,,13,13
0,5.9142304177509165e-06,727,0.4,0.3,,13,15
0,5.905711846388226e-06,728,0.4,0.3,,13,23
0,5.892017659697692e-06,729,0.4,0.3,,13,63
0,5.882922426503688e-06,730,0.4,0.3,,13,513
0,5.881640927844347e-06,731,0.4,0.3,,13,5013
0,5.981449572642335e-06,732,0.4,0.4,,13,13
0,5.978008083188456e-06,733,0.4,0.4,,13,15
0,5.9690274746457765e-06,734,0.4,0.4,,13,23
0,5.955468224093025e-06,735,0.4,0.4,,13,63
0,5.947010782632338e-06,736,0.4,0.4,,13,513
0,5.945852064144519e-06,737,0.4,0.4,,13,5013
0,6.023505351737929e-06,738,0.4,0.5,,13,13
0,6.01987731223922e-06,739,0.4,0.5,,13,15
0,6.010627241290637e-06,740,0.4,0.5,,13,23
0,5.997228831199749e-06,741,0.4,0.5,,13,63
0,5.989198594061404e-06,742,0.4,0.5,,13,513
0,5.988117162385086e-06,743,0.4,0.5,,13,5013
0,6.053266446776404e-06,744,0.4,0.6,,13,13
0,6.049508532239743e-06,745,0.4,0.6,,13,15
0,6.0400884748346115e-06,746,0.4,0.6,,13,23
0,6.026840597413194e-06,747,0.4,0.6,,13,63
0,6.019116826168254e-06,748,0.4,0.6,,13,513
0,6.018088695412293e-06,749,0.4,0.6,,13,5013
0,6.075447137886963e-06,750,0.4,0.7,,13,13
0,6.071594399568406e-06,751,0.4,0.7,,13,15
0,6.062060742827505e-06,752,0.4,0.7,,13,23
0,6.048945748349418e-06,753,0.4,0.7,,13,63
0,6.041452735259018e-06,754,0.4,0.7,,13,513
0,6.040463657406168e-06,755,0.4,0.7,,13,5013
0,6.092619960947545e-06,756,0.4,0.8,,13,13
0,6.0886953792641185e-06,757,0.4,0.8,,13,15
0,6.079082379726252e-06,758,0.4,0.8,,13,23
0,6.066082845586796e-06,759,0.4,0.8,,13,63
0,6.05876995175255e-06,760,0.4,0.8,,13,513
0,6.057810751641246e-06,761,0.4,0.8,,13,5013
0,6.106310117642838e-06,762,0.4,0.9,,13,13
0,6.102329470744708e-06,763,0.4,0.9,,13,15
0,6.092659088613524e-06,764,0.4,0.9,,13,23
0,6.079759700008974e-06,765,0.4,0.9,,13,63
0,6.072591363002519e-06,766,0.4,0.9,,13,513
0,6.071655776040321e-06,767,0.4,0.9,,13,5013
0,6.117479946282388e-06,768,0.4,1.0,,13,13
0,6.113454479540347e-06,769,0.4,1.0,,13,15
0,6.103741409118747e-06,770,0.4,1.0,,13,23
0,6.090929188351846e-06,771,0.4,1.0,,13,63
0,6.083879464230846e-06,772,0.4,1.0,,13,513
0,6.0829630184805586e-06,773,0.4,1.0,,13,5013
0,6.204113082321569e-06,774,0.4,5.0,,13,13
0,6.199781260489393e-06,775,0.4,5.0,,13,15
0,6.189889278778884e-06,776,0.4,5.0,,13,23
0,6.177933467505993e-06,777,0.4,5.0,,13,63
0,6.17182822828199e-06,778,0.4,5.0,,13,513
0,6.1710573856688545e-06,779,0.4,5.0,,13,5013
0,6.21576546025208e-06,780,0.4,10.0,,13,13
0,6.2114001691105094e-06,781,0.4,10.0,,13,15
0,6.201508844969407e-06,782,0.4,10.0,,13,23
0,6.189694936579727e-06,783,0.4,10.0,,13,63
0,6.1837208308017355e-06,784,0.4,10.0,,13,513
0,6.182969336289669e-06,785,0.4,10.0,,13,5013
0,6.221664007914546e-06,786,0.4,20.0,,13,13
0,6.21728270339889e-06,787,0.4,20.0,,13,15
0,6.207394376657831e-06,788,0.4,20.0,,13,23
0,6.195654974157107e-06,789,0.4,20.0,,13,63
0,6.189747712750952e-06,790,0.4,20.0,,13,513
0,6.189006006720371e-06,791,0.4,20.0,,13,5013
0,6.2252264432673325e-06,792,0.4,50.0,,13,13
0,6.2208357886054655e-06,793,0.4,50.0,,13,15
0,6.2109501738639515e-06,794,0.4,50.0,,13,23
0,6.199256661485611e-06,795,0.4,50.0,,13,63
0,6.193389929903292e-06,796,0.4,50.0,,13,513
0,6.192654135035377e-06,797,0.4,50.0,,13,5013
0,2.9728003857709323e-06,798,0.5,1e-06,,13,13
0,2.972800382479895e-06,799,0.5,1e-06,,13,15
0,2.972800369315815e-06,800,0.5,1e-06,,13,23
0,2.9728003034970233e-06,801,0.5,1e-06,,13,63
0,2.9727995632197936e-06,802,0.5,1e-06,,13,513
0,2.972792179007505e-06,803,0.5,1e-06,,13,5013
0,3.1422806417241157e-06,804,0.5,1e-05,,13,13
0,3.142280600954875e-06,805,0.5,1e-05,,13,15
0,3.1422804378861803e-06,806,0.5,1e-05,,13,23
0,3.14227962274142e-06,807,0.5,1e-05,,13,63
0,3.1422704751252932e-06,808,0.5,1e-05,,13,513
0,3.1421812416002908e-06,809,0.5,1e-05,,13,5013
0,3.6284061232319584e-06,810,0.5,0.0001,,13,13
0,3.6284055990589234e-06,811,0.5,0.0001,,13,15
0,3.6284035034307535e-06,812,0.5,0.0001,,13,23
0,3.628393050760378e-06,813,0.5,0.0001,,13,63
0,3.628278311212345e-06,814,0.5,0.0001,,13,513
0,3.627360890063755e-06,815,0.5,0.0001,,13,5013
0,4.517796323091528e-06,816,0.5,0.001,,13,13
0,4.517789208122284e-06,817,0.5,0.001,,13,15
0,4.517760891245113e-06,818,0.5,0.001,,13,23
0,4.517622654325839e-06,819,0.5,0.001,,13,63
0,4.516374730936079e-06,820,0.5,0.001,,13,513
0,4.512744983489207e-06,821,0.5,0.001,,13,5013
0,5.4913377309410245e-06,822,0.5,0.01,,13,13
0,5.491235801514575e-06,823,0.5,0.01,,13,15
0,5.4908466625211684e-06,824,0.5,0.01,,13,23
0,5.4892609258377644e-06,825,0.5,0.01,,13,63
0,5.483742506774083e-06,826,0.5,0.01,,13,513
0,5.4809939143857365e-06,827,0.5,0.01,,13,5013
0,6.34161241081279e-06,828,0.5,0.1,,13,13
0,6.3406566268942865e-06,829,0.5,0.1,,13,15
0,6.337732165536134e-06,830,0.5,0.1,,13,23
0,6.331613082473847e-06,831,0.5,0.1,,13,63
0,6.326113912968674e-06,832,0.5,0.1,,13,513
0,6.325211968215807e-06,833,0.5,0.1,,13,5013
0,6.499172243250205e-06,834,0.5,0.2,,13,13
0,6.497742985462414e-06,835,0.5,0.2,,13,15
0,6.4937729567731955e-06,836,0.5,0.2,,13,23
0,6.487024440343783e-06,837,0.5,0.2,,13,63
0,6.482271625236388e-06,838,0.5,0.2,,13,513
0,6.481583472902822e-06,839,0.5,0.2,,13,5013
0,6.564057512886909e-06,840,0.5,0.3,,13,13
0,6.562371669223271e-06,841,0.5,0.3,,13,15
0,6.55791778368584e-06,842,0.5,0.3,,13,23
0,6.551039073283972e-06,843,0.5,0.3,,13,63
0,6.546651399527068e-06,844,0.5,0.3,,13,513
0,6.546044297091527e-06,845,0.5,0.3,,13,5013
0,6.5995961331565424e-06,846,0.5,0.4,,13,13
0,6.597751788796773e-06,847,0.5,0.4,,13,15
0,6.59302639282243e-06,848,0.5,0.4,,13,23
0,6.5861220929092336e-06,849,0.5,0.4,,13,63
0,6.581949485718606e-06,850,0.5,0.4,,13,513
0,6.581385551322717e-06,851,0.5,0.4,,13,5013
0,6.622039731383407e-06,852,0.5,0.5,,13,13
0,6.620088424580418e-06,853,0.5,0.5,,13,15
0,6.615191544454473e-06,854,0.5,0.5,,13,23
0,6.60829105392108e-06,855,0.5,0.5,,13,63
0,6.604260188516834e-06,856,0.5,0.5,,13,513
0,6.60372318648613e-06,857,0.5,0.5,,13,5013
0,6.637500618397308e-06,858,0.5,0.6,,13,13
0,6.635472511323536e-06,859,0.5,0.6,,13,15
0,6.630458396119294e-06,860,0.5,0.6,,13,23
0,6.623570612004938e-06,861,0.5,0.6,,13,63
0,6.619640242027961e-06,862,0.5,0.6,,13,513
0,6.619121683955764e-06,863,0.5,0.6,,13,5013
0,6.648797948737378e-06,864,0.5,0.7,,13,13
0,6.646712128425306e-06,865,0.5,0.7,,13,15
0,6.641613203623936e-06,866,0.5,0.7,,13,23
0,6.634740340998531e-06,867,0.5,0.7,,13,63
0,6.630884961566488e-06,868,0.5,0.7,,13,513
0,6.630379840290962e-06,869,0.5,0.7,,13,5013
0,6.657413217398301e-06,870,0.5,0.8,,13,13
0,6.655282493352867e-06,871,0.5,0.8,,13,15
0,6.650119565922673e-06,872,0.5,0.8,,13,23
0,6.643261480432075e-06,873,0.5,0.8,,13,63
0,6.639464216027159e-06,874,0.5,0.8,,13,513
0,6.638969326158915e-06,875,0.5,0.8,,13,5013
0,6.664199664828512e-06,876,0.5,0.9,,13,13
0,6.662033035015546e-06,877,0.5,0.9,,13,15
0,6.6568201982974265e-06,878,0.5,0.9,,13,23
0,6.6499759236883505e-06,879,0.5,0.9,,13,63
0,6.646225026444431e-06,880,0.5,0.9,,13,513
0,6.645738190513786e-06,881,0.5,0.9,,13,5013
0,6.66968339663906e-06,882,0.5,1.0,,13,13
0,6.667487415962073e-06,883,0.5,1.0,,13,15
0,6.662234630676607e-06,884,0.5,1.0,,13,23
0,6.655402967430062e-06,885,0.5,1.0,,13,63
0,6.651689928962279e-06,886,0.5,1.0,,13,513
0,6.651209599444627e-06,887,0.5,1.0,,13,5013
0,6.710621453898729e-06,888,0.5,5.0,,13,13
0,6.70819755975717e-06,889,0.5,5.0,,13,15
0,6.702661985938578e-06,890,0.5,5.0,,13,23
0,6.695970060702421e-06,891,0.5,5.0,,13,63
0,6.692551958424038e-06,892,0.5,5.0,,13,513
0,6.6921203409719774e-06,893,0.5,5.0,,13,5013
0,6.715918551346173e-06,894,0.5,10.0,,13,13
0,6.713464168289125e-06,895,0.5,10.0,,13,15
0,6.7078947061656956e-06,896,0.5,10.0,,13,23
0,6.7012274169941785e-06,897,0.5,10.0,,13,63
0,6.69784926005337e-06,898,0.5,10.0,,13,513
0,6.6974239912394434e-06,899,0.5,10.0,,13,5013
0,6.718581826235702e-06,900,0.5,20.0,,13,13
0,6.716112042820564e-06,901,0.5,20.0,,13,15
0,6.710525846203104e-06,902,0.5,20.0,,13,23
0,6.70387157674119e-06,903,0.5,20.0,,13,63
0,6.700513678106333e-06,904,0.5,20.0,,13,513
0,6.70009160796266e-06,905,0.5,20.0,,13,5013
0,6.720184466508765e-06,906,0.5,50.0,,13,13
0,6.71770539417526e-06,907,0.5,50.0,,13,15
0,6.71210923071996e-06,908,0.5,50.0,,13,23
0,6.705463005023216e-06,909,0.5,50.0,,13,63
0,6.702117354827038e-06,910,0.5,50.0,,13,513
0,6.701697211864037e-06,911,0.5,50.0,,13,5013
0,3.3247450869871135e-06,912,0.6,1e-06,,13,13
0,3.324745085657426e-06,913,0.6,1e-06,,13,15
0,3.324745080338711e-06,914,0.6,1e-06,,13,23
0,3.3247450537459103e-06,915,0.6,1e-06,,13,63
0,3.3247447546652097e-06,916,0.6,1e-06,,13,513
0,3.324741772755999e-06,917,0.6,1e-06,,13,5013
0,3.864657426867347e-06,918,0.6,1e-05,,13,13
0,3.864657410573548e-06,919,0.6,1e-05,,13,15
0,3.8646573454022816e-06,920,0.6,1e-05,,13,23
0,3.864657019640205e-06,921,0.6,1e-05,,13,63
0,3.864653365609728e-06,922,0.6,1e-05,,13,513
0,3.8646178837656974e-06,923,0.6,1e-05,,13,5013
0,4.655673904119781e-06,924,0.6,0.0001,,13,13
0,4.655673695657517e-06,925,0.6,0.0001,,13,15
0,4.655672862310533e-06,926,0.6,0.0001,,13,23
0,4.655668707589106e-06,927,0.6,0.0001,,13,63
0,4.655623306463908e-06,928,0.6,0.0001,,13,513
0,4.655273347911e-06,929,0.6,0.0001,,13,5013
0,5.463500115659877e-06,930,0.6,0.001,,13,13
0,5.4634972074397854e-06,931,0.6,0.001,,13,15
0,5.463485643755149e-06,932,0.6,0.001,,13,23
0,5.463429437785215e-06,933,0.6,0.001,,13,63
0,5.462939825681502e-06,934,0.6,0.001,,13,513
0,5.461676621351964e-06,935,0.6,0.001,,13,5013
0,6.284343011292344e-06,936,0.6,0.01,,13,13
0,6.284299514490298e-06,937,0.6,0.01,,13,15
0,6.2841347464781655e-06,938,0.6,0.01,,13,23
0,6.283483798214006e-06,939,0.6,0.01,,13,63
0,6.281447542571327e-06,940,0.6,0.01,,13,513
0,6.280548206279888e-06,941,0.6,0.01,,13,5013
0,6.888552925859132e-06,942,0.6,0.1,,13,13
0,6.888131821423559e-06,943,0.6,0.1,,13,15
0,6.8868735047124704e-06,944,0.6,0.1,,13,23
0,6.884379137898816e-06,945,0.6,0.1,,13,63
0,6.882284267272561e-06,946,0.6,0.1,,13,513
0,6.881953010562901e-06,947,0.6,0.1,,13,5013
0,6.9641177098920194e-06,948,0.6,0.2,,13,13
0,6.96348269517349e-06,949,0.6,0.2,,13,15
0,6.961755559912779e-06,950,0.6,0.2,,13,23
0,6.958937938873276e-06,951,0.6,0.2,,13,63
0,6.957037807204622e-06,952,0.6,0.2,,13,513
0,6.956768200484522e-06,953,0.6,0.2,,13,5013
0,6.992316176087729e-06,954,0.6,0.3,,13,13
0,6.991562753295164e-06,955,0.6,0.3,,13,15
0,6.9896070678569156e-06,956,0.6,0.3,,13,23
0,6.986682224326462e-06,957,0.6,0.3,,13,63
0,6.984874522645258e-06,958,0.6,0.3,,13,513
0,6.984627836156623e-06,959,0.6,0.3,,13,5013
0,7.007079927903049e-06,960,0.6,0.4,,13,13
0,7.006251954660032e-06,961,0.6,0.4,,13,15
0,7.004161979536494e-06,962,0.6,0.4,,13,23
0,7.001186984745732e-06,963,0.6,0.4,,13,63
0,6.999432734306327e-06,964,0.6,0.4,,13,513
0,6.999198103400361e-06,965,0.6,0.4,,13,5013
0,7.016163320577169e-06,966,0.6,0.5,,13,13
0,7.0152842251046605e-06,967,0.6,0.5,,13,15
