,mse_comb,grid_id,alph_leak,eps,k_alph,num_states_input,num_states_model
0,1.6155210472890253e-05,228,0.01,1e-06,,13,13
0,1.6155210458713994e-05,229,0.01,1e-06,,13,15
0,1.6155210402009028e-05,230,0.01,1e-06,,13,23
0,1.6155210118486053e-05,231,0.01,1e-06,,13,63
0,1.6155206929066273e-05,232,0.01,1e-06,,13,513
0,1.61551750564341e-05,233,0.01,1e-06,,13,5013
0,1.5140576172701032e-05,234,0.01,1e-05,,13,13
0,1.5140576001090599e-05,235,0.01,1e-05,,13,15
0,1.5140575314658166e-05,236,0.01,1e-05,,13,23
0,1.5140571882718822e-05,237,0.01,1e-05,,13,63
0,1.5140533298973772e-05,238,0.01,1e-05,,13,513
0,1.5140150024904088e-05,239,0.01,1e-05,,13,5013
0,1.3770975560616658e-05,240,0.01,0.0001,,13,13
0,1.3770973426623977e-05,241,0.01,0.0001,,13,15
0,1.3770964891791966e-05,242,0.01,0.0001,,13,23
0,1.3770922244940223e-05,243,0.01,0.0001,,13,63
0,1.3770445579857984e-05,244,0.01,0.0001,,13,513
0,1.3765970666194442e-05,245,0.01,0.0001,,13,5013
0,1.1854733477518789e-05,246,0.01,0.001,,13,13
0,1.1854706304404825e-05,247,0.01,0.001,,13,15
0,1.1854597753720423e-05,248,0.01,0.001,,13,23
0,1.1854058376472092e-05,249,0.01,0.001,,13,63
0,1.184835026624016e-05,250,0.01,0.001,,13,513
0,1.181202883400056e-05,251,0.01,0.001,,13,5013
0,9.127604675649669e-06,252,0.01,0.01,,13,13
0,9.127267314557006e-06,253,0.01,0.01,,13,15
0,9.125934305959125e-06,254,0.01,0.01,,13,23
0,9.119635682305999e-06,255,0.01,0.01,,13,63
0,9.07305069143498e-06,256,0.01,0.01,,13,513
0,8.956744921982717e-06,257,0.01,0.01,,13,5013
0,5.596235516489249e-06,258,0.01,0.1,,13,13
0,5.593246239178157e-06,259,0.01,0.1,,13,15
0,5.582227450348066e-06,260,0.01,0.1,,13,23
0,5.541221664573847e-06,261,0.01,0.1,,13,63
0,5.38502755388259e-06,262,0.01,0.1,,13,513
0,5.254461763717131e-06,263,0.01,0.1,,13,5013
0,4.5282198422637075e-06,264,0.01,0.2,,13,13
0,4.52340226762957e-06,265,0.01,0.2,,13,15
0,4.5061440341836615e-06,266,0.01,0.2,,13,23
0,4.4455962960253106e-06,267,0.01,0.2,,13,63
0,4.254471054980729e-06,268,0.01,0.2,,13,513
0,4.151408241236439e-06,269,0.01,0.2,,13,5013
0,3.950768959699507e-06,270,0.01,0.3,,13,13
0,3.944620919716955e-06,271,0.01,0.3,,13,15
0,3.922746790402727e-06,272,0.01,0.3,,13,23
0,3.847209321997412e-06,273,0.01,0.3,,13,63
0,3.64240142480384e-06,274,0.01,0.3,,13,513
0,3.557375271012907e-06,275,0.01,0.3,,13,5013
0,3.5746622672899875e-06,276,0.01,0.4,,13,13
0,3.5673705963153004e-06,277,0.01,0.4,,13,15
0,3.5414212620968713e-06,278,0.01,0.4,,13,23
0,3.45306458473476e-06,279,0.01,0.4,,13,63
0,3.243536011534226e-06,280,0.01,0.4,,13,513
0,3.170825458940106e-06,281,0.01,0.4,,13,5013
0,3.3071791928736037e-06,282,0.01,0.5,,13,13
0,3.2988100040946898e-06,283,0.01,0.5,,13,15
0,3.2689975018605233e-06,284,0.01,0.5,,13,23
0,3.1694850379665596e-06,285,0.01,0.5,,13,63
0,2.9596723377416304e-06,286,0.01,0.5,,13,513
0,2.8958873621302497e-06,287,0.01,0.5,,13,5013
0,3.106812091609429e-06,288,0.01,0.6,,13,13
0,3.097386540855835e-06,289,0.01,0.6,,13,15
0,3.0638327441392048e-06,290,0.01,0.6,,13,23
0,2.9546149243485278e-06,291,0.01,0.6,,13,63
0,2.7468732848054686e-06,292,0.01,0.6,,13,513
0,2.689867005614919e-06,293,0.01,0.6,,13,5013
0,2.9514925320293082e-06,294,0.01,0.7,,13,13
0,2.941017719050664e-06,295,0.01,0.7,,13,15
0,2.903831319248913e-06,296,0.01,0.7,,13,23
0,2.786196724548221e-06,297,0.01,0.7,,13,63
0,2.5818079789274375e-06,298,0.01,0.7,,13,513
0,2.5301377502700736e-06,299,0.01,0.7,,13,5013
