Unnamed: 0,mse_comb,grid_id,alph_leak,eps,k_alph,num_states_input,num_states_model,jack_mse_mean,jack_mse_std,jack_mse_se
0,2.0014546822612356e-05,0,0.0,1e-06,,13,13,2.2202143787612654e-05,1.6574779672900129e-06,1.6574779672900129e-06
0,2.0014546812986037e-05,1,0.0,1e-06,,13,15,2.220214377702278e-05,1.6574779673027196e-06,1.6574779673027196e-06
0,2.0014546774480817e-05,2,0.0,1e-06,,13,23,2.2202143734663374e-05,1.6574779673535387e-06,1.6574779673535387e-06
0,2.0014546581955947e-05,3,0.0,1e-06,,13,63,2.2202143522867705e-05,1.657477967607648e-06,1.657477967607648e-06
0,2.001454441619485e-05,4,0.0,1e-06,,13,513,2.220214114032461e-05,1.6574779704661298e-06,1.6574779704661298e-06
0,2.0014522773081014e-05,5,0.0,1e-06,,13,5013,2.2202117330863092e-05,1.6574779990287487e-06,1.6574779990287487e-06
0,1.9607808608051733e-05,6,0.0,1e-05,,13,13,2.1749366541018323e-05,1.6157420719248932e-06,1.6157420719248932e-06
0,1.960780849568949e-05,7,0.0,1e-05,,13,15,2.1749366417289784e-05,1.615742071672627e-06,1.615742071672627e-06
0,1.9607808046246543e-05,8,0.0,1e-05,,13,23,2.1749365922382243e-05,1.6157420706635702e-06,1.6157420706635702e-06
0,1.960780579917612e-05,9,0.0,1e-05,,13,63,2.1749363448003716e-05,1.615742065618557e-06,1.615742065618557e-06
0,1.9607780536195756e-05,10,0.0,1e-05,,13,513,2.174933562951079e-05,1.615742008892929e-06,1.615742008892929e-06
0,1.960752956659996e-05,11,0.0,1e-05,,13,5013,2.1749059275567698e-05,1.6157414447358305e-06,1.6157414447358305e-06
0,1.904837721588554e-05,12,0.0,0.0001,,13,13,2.1126331403700825e-05,1.5576877730719727e-06,1.5576877730719727e-06
0,1.9048375873459732e-05,13,0.0,0.0001,,13,15,2.112632992355111e-05,1.557687764018414e-06,1.557687764018414e-06
0,1.9048370504463326e-05,14,0.0,0.0001,,13,23,2.1126324003733047e-05,1.557687727808553e-06,1.557687727808553e-06
0,1.904834367643117e-05,15,0.0,0.0001,,13,63,2.1126294423367357e-05,1.5576875468640455e-06,1.5576875468640455e-06
0,1.904804379266355e-05,16,0.0,0.0001,,13,513,2.1125963778102144e-05,1.557685523200944e-06,1.557685523200944e-06
0,1.904522603751758e-05,17,0.0,0.0001,,13,5013,2.1122857377919636e-05,1.5576664261286847e-06,1.5576664261286847e-06
0,1.8233243825360215e-05,18,0.0,0.001,,13,13,2.0217968205015198e-05,1.4718978372377146e-06,1.4718978372377146e-06
0,1.8233227372971677e-05,19,0.0,0.001,,13,15,2.021795003163931e-05,1.471897630899423e-06,1.471897630899423e-06
0,1.8233161647576665e-05,20,0.0,0.001,,13,23,2.0217877431340824e-05,1.4718968065432676e-06,1.4718968065432676e-06
0,1.823283502473995e-05,21,0.0,0.001,,13,63,2.021751664941495e-05,1.471892708532181e-06,1.471892708532181e-06
0,1.822937409144372e-05,22,0.0,0.001,,13,513,2.021369439585073e-05,1.4718491669373956e-06,1.4718491669373956e-06
0,1.820703161040924e-05,23,0.0,0.001,,13,5013,2.0189061030578417e-05,1.4715728863820914e-06,1.4715728863820914e-06
0,1.6946918797204904e-05,24,0.0,0.01,,13,13,1.8783304084531077e-05,1.3341675614103062e-06,1.3341675614103062e-06
0,1.6946717242662266e-05,25,0.0,0.01,,13,15,1.8783080889283274e-05,1.3341634959096013e-06,1.3341634959096013e-06
0,1.6945920478288644e-05,26,0.0,0.01,,13,23,1.8782198622764795e-05,1.3341474197555706e-06,1.3341474197555706e-06
0,1.6942147259122683e-05,27,0.0,0.01,,13,63,1.8778021535024654e-05,1.3340712221531248e-06,1.3340712221531248e-06
0,1.6913552065943035e-05,28,0.0,0.01,,13,513,1.87464408840744e-05,1.3335092438660603e-06,1.3335092438660603e-06
0,1.6826301426833578e-05,29,0.0,0.01,,13,5013,1.8651010218667155e-05,1.3324974243668442e-06,1.3324974243668442e-06
0,1.4690703964349934e-05,30,0.0,0.1,,13,13,1.6264123691826078e-05,1.0884962264679752e-06,1.0884962264679752e-06
0,1.468870931982202e-05,31,0.0,0.1,,13,15,1.6261913870691963e-05,1.0884360287184176e-06,1.0884360287184176e-06
0,1.4681277465409566e-05,32,0.0,0.1,,13,23,1.6253687944849726e-05,1.0882147914475428e-06,1.0882147914475428e-06
0,1.465224230887221e-05,33,0.0,0.1,,13,63,1.6221666938806122e-05,1.0874214480627114e-06,1.0874214480627114e-06
0,1.4510660779530397e-05,34,0.0,0.1,,13,513,1.606698129210818e-05,1.0851633871792043e-06,1.0851633871792043e-06
0,1.4333925673921016e-05,35,0.0,0.1,,13,5013,1.58745261022916e-05,1.0829651648702744e-06,1.0829651648702744e-06
0,1.367851048771881e-05,36,0.0,0.2,,13,13,1.5133374764414536e-05,9.7803126698344e-07,9.7803126698344e-07
0,1.3674916954365998e-05,37,0.0,0.2,,13,15,1.5129408080765989e-05,9.779151724127485e-07,9.779151724127485e-07
0,1.366171744322021e-05,38,0.0,0.2,,13,23,1.5114863561616323e-05,9.77509846777954e-07,9.77509846777954e-07
0,1.361082005545806e-05,39,0.0,0.2,,13,63,1.5059062362828906e-05,9.762700551548901e-07,9.762700551548901e-07
0,1.3393349547962034e-05,40,0.0,0.2,,13,513,1.4822043324021604e-05,9.734088803899648e-07,9.734088803899648e-07
