,n_fam,nt_norm,steady
0,1,0.11637298850909117,2.632706203928055
1,3,0.13641012642809525,2.614836539396339
2,8,0.13902130104536825,2.61251264182298
3,18,0.13903373048425882,2.612501582526807
4,38,0.13903373076441428,2.6125015822775346
