outer_resampling_id,train_mse
0,8.765467223424837e-06
1,8.118139393661858e-06
2,7.284511852563019e-06
3,7.783619524819986e-06
4,9.149536652113613e-06
5,9.253298617575026e-06
6,7.716834203133752e-06
7,8.902105695287546e-06
8,9.075430015056526e-06
9,9.244577478368459e-06
10,8.923791495673638e-06
11,7.503001114284881e-06
12,8.821910509264048e-06
13,9.158468328740024e-06
14,9.223738836279937e-06
15,9.25036547602766e-06
16,9.180666170925144e-06
17,9.192949330330498e-06
18,9.236946067244955e-06
19,9.23021521658304e-06
