outer_resampling_id,train_mse
0,2.517471415610301e-06
1,3.2058976880721458e-06
2,3.3738247565588577e-06
3,3.1633600639018624e-06
4,3.239587716995487e-06
5,3.4100525884037905e-06
6,3.2004029826628968e-06
7,3.3816216300325886e-06
8,3.274468493059048e-06
9,3.0794738590504866e-06
10,3.110845330705264e-06
11,3.0922107294163007e-06
12,3.34104834125334e-06
13,3.278314480016808e-06
14,3.3343930225135727e-06
15,3.3253927061796925e-06
16,3.075852297511959e-06
17,3.380155560501875e-06
18,3.4053860345370727e-06
19,3.212361139492695e-06
