outer_resampling_id,train_mse
0,2.264002799332153e-05
1,2.2973103016591614e-05
2,2.2827794681871388e-05
3,2.256488252610199e-05
4,2.2741323898048666e-05
5,2.300038182522276e-05
6,2.1376922119219893e-05
7,2.0800933635239612e-05
8,1.9175760448860456e-05
9,1.8486792363648404e-05
10,1.87011821976266e-05
11,1.8758922994353672e-05
12,2.2987038987485934e-05
13,2.279442339950944e-05
14,2.266145135028726e-05
15,2.233873610513364e-05
16,2.2916135775439332e-05
17,2.2930670922140756e-05
18,2.2984798670067966e-05
19,2.297779561680874e-05
