,n_fam,nt_norm,steady
0,1,1.1121492150400176,1.9597995096109042
1,3,1.6450764280803718,1.6721521643594828
2,8,2.284927388072079,1.4308858122130725
3,18,2.840102477277828,1.2982882501691693
4,38,3.274738315079798,1.2307288575722957
