outer_resampling_id,train_mse
0,9.393913005200071e-06
1,8.716253375758721e-06
2,7.793254155241068e-06
3,8.192777835252661e-06
4,9.6572292285827e-06
5,9.892427606668547e-06
6,8.50088740322056e-06
7,9.561812072590148e-06
8,9.71162274739826e-06
9,9.881232107606832e-06
10,9.550966493080563e-06
11,7.980389170675965e-06
12,9.369470962824298e-06
13,9.769993762603406e-06
14,9.857001539449822e-06
15,9.886820994813408e-06
16,9.757643434995002e-06
17,9.845498767765267e-06
18,9.882134580587403e-06
19,9.829681671241073e-06
