resampling_id,shift,coef
0,-1649.816277858222,323.86719111308196
1,-1610.7938647901483,316.20723520642605
2,-1561.3654749308148,306.50462439660754
3,-1537.5184447355223,301.82354023397585
4,-1544.0221802433298,303.10019955105724
5,-1579.9502150974702,310.15274041496775
6,-1611.2274471573355,316.29234582756476
7,-1588.6811640636045,311.8665935283493
8,-1547.4908391808267,303.78108452016727
9,-1531.4482915949025,300.6319915380332
10,-1533.6162034308381,301.057544643727
11,-1532.315456329277,300.8022127803107
12,-1596.052064303683,313.31347408729545
13,-1579.9502150132,310.1527403984258
14,-1579.9502150961287,310.1527404147044
15,-1579.950215096945,310.15274041486464
16,-1692.6148510681526,332.2665485637293
17,-1596.273627773136,313.357768281156
18,-1587.025502481005,311.5419409101326
19,-1592.1186870343404,312.5419645494273
