outer_resampling_id,train_mse
0,7.267197644017467e-06
1,7.8950910442266e-06
2,8.021351036672388e-06
3,7.788782783919443e-06
4,7.871158006702824e-06
5,8.072539176257386e-06
6,7.89025683310619e-06
7,8.052987657536229e-06
8,7.90928088682889e-06
9,7.69907808916486e-06
10,7.732536543959118e-06
11,7.712650946257293e-06
12,8.01857681719744e-06
13,7.054419445268494e-06
14,7.046340848958813e-06
15,7.432992235919067e-06
16,5.320769991726726e-06
17,7.637099901286382e-06
18,7.916258300775798e-06
19,7.679655838706716e-06
