outer_resampling_id,train_mse
0,1.3298517168495963e-05
1,1.2454591071288378e-05
2,1.0991714312202495e-05
3,1.0678009732085003e-05
4,1.2184172266775864e-05
5,1.3828290704682635e-05
6,1.3212555480287613e-05
7,1.3529415500830816e-05
8,1.3504706987820703e-05
9,1.3763714304765163e-05
10,1.3678694878521187e-05
11,1.2057769026159342e-05
12,1.265225483690469e-05
13,1.3668450015787084e-05
14,1.3817411801751622e-05
15,1.3344664968078102e-05
16,1.3770165294182515e-05
17,1.3759201201269463e-05
18,1.3807568989339467e-05
19,1.3813231916128811e-05
