outer_resampling_id,train_mse
0,3.1335538902065127e-06
1,3.818286679335867e-06
2,4.027528601990354e-06
3,3.836280379819683e-06
4,3.90734002428493e-06
5,4.052894707133308e-06
6,3.8115546152009885e-06
7,4.0124118970539714e-06
8,3.939442198260976e-06
9,3.7571683762506763e-06
10,3.7868402373605252e-06
11,3.769226130577399e-06
12,3.965490496676699e-06
13,4.037376801120202e-06
14,4.014663217400268e-06
15,3.922446403283827e-06
16,3.06242798599605e-06
17,4.0380091425101184e-06
18,4.02492602388292e-06
19,3.388897990136912e-06
