resampling_id,shift,coef
0,-1002182.486309289,319182.9971308852
1,-978479.3314671838,311633.82964167144
2,-948455.3353338502,302071.55082200066
3,-933970.0740414527,297458.1706897033
4,-937920.5998484702,298716.36527123896
5,-937281.9349837005,298512.9569622733
6,-978742.699854318,311717.70928044047
7,-965047.5437233241,307355.9680644503
8,-940027.5469455463,299387.4023813913
9,-930282.9166215695,296283.85574693675
10,-931599.7585572421,296703.253940782
11,-930809.6533958386,296451.61502447486
12,-969524.8059853122,308781.9218218314
13,-937281.9345373847,298512.9568201271
14,-937281.9347847531,298512.9568989109
15,-937281.934827911,298512.9569126562
16,-1021669.9685669657,325389.52026346273
17,-1045309.054308042,332918.2867023579
18,-984554.1292539085,313568.57968061185
19,-987714.5486503153,314575.135360791
