outer_resampling_id,train_mse
0,1.154958097747665e-05
1,1.1522413663238816e-05
2,1.1416839025927472e-05
3,1.1482059387973834e-05
4,1.1478138249342295e-05
5,1.1550813551020247e-05
6,1.0086901430381985e-05
7,1.0444315939561183e-05
8,9.815157124497144e-06
9,9.784068023962626e-06
10,1.0216034562500513e-05
11,1.057669712143573e-05
12,1.1351866213370873e-05
13,1.0933054104475593e-05
14,1.0734440049905353e-05
15,1.0292775521858887e-05
16,1.1077228069008316e-05
17,1.1504744123201888e-05
18,1.1544746414787654e-05
19,1.1343647923369565e-05
