outer_resampling_id,train_mse
0,1.3610664928708804e-05
1,1.2745261533710464e-05
2,1.1258357272143425e-05
3,1.0939885363190852e-05
4,1.2467315097663911e-05
5,1.417420870647235e-05
6,1.3557071079254416e-05
7,1.3873283634778203e-05
8,1.3847311408481826e-05
9,1.4107716354551892e-05
10,1.4027434752885547e-05
11,1.2415390982736349e-05
12,1.2946308737017849e-05
13,1.3995164947442992e-05
14,1.4167215508524131e-05
15,1.3725915805758654e-05
16,1.411657856304376e-05
17,1.4105223965760022e-05
18,1.4153382341475918e-05
19,1.4159259880999781e-05
