outer_resampling_id,train_mse
0,4.095937035889615e-06
1,4.2892316693132395e-06
2,4.469472766112595e-06
3,4.308271343705527e-06
4,4.371420787795052e-06
5,4.4827574857574706e-06
6,4.189665284301765e-06
7,4.420217151029985e-06
8,4.3992731519928514e-06
9,4.23648372109186e-06
10,4.263548051866651e-06
11,4.247499419365455e-06
12,4.3637380825338265e-06
13,4.416456247240738e-06
14,4.164783365642808e-06
15,4.165627660176458e-06
16,2.748260133292468e-06
17,4.41497606312984e-06
18,4.38047897826714e-06
19,3.854825149355945e-06
