outer_resampling_id,train_mse
0,1.4516672026564172e-05
1,1.4509464530909533e-05
2,1.4388307271621631e-05
3,1.4420206098782347e-05
4,1.4494827373522617e-05
5,1.4522172882417704e-05
6,1.2946590306491855e-05
7,1.3115339137991082e-05
8,1.2244563616821473e-05
9,1.2057896915818112e-05
10,1.2453956832205118e-05
11,1.2757792328241931e-05
12,1.435881181805274e-05
13,1.3948337928656606e-05
14,1.3728235266825178e-05
15,1.3253380896908549e-05
16,1.4132286647571052e-05
17,1.4471829237555691e-05
18,1.4517889720032297e-05
19,1.4359655493295886e-05
