resampling_id,shift,coef
0,-0.19092599283066444,0.033463236389494035
1,-0.18924884915761123,0.0332506111040626
2,-0.1859346876288664,0.032830447612802294
3,-0.18530173750810305,0.03275020332469899
4,-0.19226469620928804,0.0336329548176533
5,-0.19185721304475656,0.03358129482837562
6,-0.18922497521909057,0.03324758440869125
7,-0.19366165754767403,0.03381005908610881
8,-0.19348683380577164,0.03378789524372646
9,-0.1944542451840846,0.033910541933898725
10,-0.19730059118880106,0.03427139660688427
11,-0.1986418623165412,0.034441440569699645
12,-0.1912354882411062,0.03350247366596725
13,-0.19243797804683788,0.03365492318015025
14,-0.19206944501660037,0.03360820121947136
15,-0.19253379428807182,0.033667070592425435
16,-0.19554095907846702,0.03370431258706891
17,-0.19070239710775522,0.03356750504376042
18,-0.19204852464907465,0.033576332185459475
19,-0.1905670776876712,0.03365801668181738
