resampling_id,train_rss,train_mse,train_nmse
0,1.7344519779162384e-05,9.128694620611781e-07,0.0021072845098236005
1,1.721142288248549e-05,9.058643622360784e-07,0.0020084236069680705
2,1.7483426355943076e-05,9.201803345233197e-07,0.0019971796584135624
3,1.7478822355567195e-05,9.199380187140629e-07,0.0019986761143904307
4,1.685386241238043e-05,8.870453901252859e-07,0.0019252906263184492
5,1.74916294312921e-05,9.206120753311632e-07,0.0023977995140819267
6,1.52217605022763e-05,8.011452895934895e-07,0.0017768337308900937
7,1.7313820575947477e-05,9.112537145235515e-07,0.001993313043318358
8,1.6459168893158678e-05,8.662720470083514e-07,0.0018796190238663376
9,1.6770934297923377e-05,8.82680752522283e-07,0.0019204583606284285
10,1.7258866263611722e-05,9.083613822953538e-07,0.001975221306954416
11,1.735209064814831e-05,9.13267928849911e-07,0.0019865460323927235
12,1.5648406532123557e-05,8.236003437959767e-07,0.001808383238137553
13,1.7489989291612956e-05,9.205257521901556e-07,0.0020610742013256363
14,1.7084821360677454e-05,8.992011242461818e-07,0.002033324571346981
15,1.7475040775162233e-05,9.197389881664333e-07,0.00212436129975279
16,8.438611684152185e-06,4.441374570606413e-07,0.0011792488516972808
17,1.6635775665968724e-05,8.755671403141434e-07,0.002153229708636645
18,1.745097950111547e-05,9.184726053218669e-07,0.0024167128931389175
19,1.3971483703381525e-05,7.353412475463961e-07,0.0018600182090777366
