exp_id,id_in_exp,yres,ypred,w
0,0,1.775424965502751e-06,0.016232450736613835,0.2
0,1,3.034466649578779e-06,0.02564197205763433,0.2
0,2,1.1279751271390302e-06,0.03423793826585314,0.2
0,3,1.5755739084431056e-06,0.0395447813304276,0.2
0,4,5.902863121613608e-06,0.04172958085307191,0.2
1,0,2.5852463908400784e-10,-1.607870141161928e-05,0.14285714285714285
1,1,4.677803150465477e-05,0.016960553274960412,0.14285714285714285
1,2,5.402610497423292e-06,0.02667564837052926,0.14285714285714285
1,3,2.4220859031789016e-05,0.03357853080556334,0.14285714285714285
1,4,1.820608501027956e-05,0.037933141083855766,0.14285714285714285
1,5,7.649752681371805e-06,0.03893418137229286,0.14285714285714285
1,6,5.420443959756849e-06,0.03967181530806578,0.14285714285714285
2,0,2.5520170442453028e-05,0.032351749245801205,0.25
2,1,5.942504581121258e-08,0.02095622747117197,0.25
2,2,5.348812254840282e-06,0.02121274993348617,0.25
2,3,6.586035941852989e-08,0.015056632732554774,0.25
3,0,0.00012471385113286095,0.06513246441094273,0.25
3,1,1.2323011999053168e-05,0.07211041479017126,0.25
3,2,4.865602287694657e-07,0.07619753869338515,0.25
3,3,4.8435783083207646e-05,0.07865958210550085,0.25
