outer_resampling_id,train_mse
0,6.469172672240533e-06
1,7.162335468487107e-06
2,7.306331485739758e-06
3,7.082369630054925e-06
4,7.1623915208794565e-06
5,7.351432814763133e-06
6,7.15744191339897e-06
7,7.328185854554197e-06
8,7.1992611713357475e-06
9,6.994865528285631e-06
10,7.027537597057886e-06
11,7.008123769641821e-06
12,7.291149259801686e-06
13,6.8566522466026255e-06
14,6.310728495486029e-06
15,6.710967947647558e-06
16,4.863072715649511e-06
17,7.184036862217019e-06
18,7.116556629901527e-06
19,6.842046770882287e-06
