,n_fam,nt_norm,steady
0,1,1.2499992196879361e-06,2.788168655889173
1,3,1.2499992201320254e-06,2.7881686558891725
2,8,1.2499992201320254e-06,2.7881686558891725
3,18,1.2499992201320254e-06,2.7881686558891725
4,38,1.2499992201320254e-06,2.7881686558891725
