resampling_id,shift,coef
0,-35507.49388729529,12954.234244103225
1,-34667.68545810902,12647.846731321348
2,-33603.928115411596,12259.755882140033
3,-33090.711853583896,12072.51906893852
4,-33230.67992499145,12123.583654357117
5,-34003.731682532765,12405.616313250257
6,-34677.01666286953,12651.251037015922
7,-34191.794015323336,12474.227140898129
8,-33305.32956307548,12150.8180999137
9,-32960.074986936845,12024.8587892145
10,-33006.731010739364,12041.880317687364
11,-32978.73739645785,12031.667400603645
12,-34350.42449715693,12532.100338036049
13,-34003.731679942044,12405.616312305085
14,-34003.73168282147,12405.616313355586
15,-34003.73168230669,12405.616313167777
16,-36430.42985105018,13290.945766832225
17,-34354.91688211517,12533.740787785038
18,-34157.08242240576,12461.563947660445
19,-34264.22309186688,12500.652567374698
