outer_resampling_id,train_mse
0,2.5716887504899657e-06
1,3.1036967081499138e-06
2,3.239605655553391e-06
3,3.0413996748780836e-06
4,3.1155128886598063e-06
5,3.2737601277099375e-06
6,3.2729979073031175e-06
7,3.240405309643482e-06
8,3.1490584816740605e-06
9,2.960206876498602e-06
10,2.990753258105634e-06
11,2.972613898547392e-06
12,3.197009169438421e-06
13,3.057753014934277e-06
14,3.0344240346649144e-06
15,2.873689434043058e-06
16,3.107363104922837e-06
17,3.2165325600437043e-06
18,3.2657055577102368e-06
19,3.210279465384522e-06
