train_error,train_error_std,train_error_se,test_error,test_error_std,test_error_se
7.458701558163205e-07,6.850664259532719e-08,6.850664259532719e-08,2.2695699224242057e-05,3.1612907309518183e-06,3.1612907309518183e-06
