Unnamed: 0,cdens,knum,ksig,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,jack_mse_mean,jack_mse_std,jack_mse_se
135,8,2,0.85,8,0.0,0.0001,2.6666666666666665,135,,7,1.752570432629585e-05,1.3213557266107451e-06,1.3213557266107451e-06
136,8,2,0.85,8,0.0,1e-05,2.6666666666666665,136,,0,1.835292207299171e-05,1.4047412033431592e-06,1.4047412033431592e-06
137,8,2,0.85,8,0.0,1e-06,2.6666666666666665,137,,1,1.8978125552132422e-05,1.4666633445187095e-06,1.4666633445187095e-06
138,8,2,0.85,8,0.01,0.1,2.6666666666666665,138,,2,4.59864430341784e-06,2.4736234649579665e-07,2.4736234649579665e-07
139,8,2,0.85,8,0.01,0.01,2.6666666666666665,139,,3,7.103853054783023e-06,4.2367051034007513e-07,4.2367051034007513e-07
140,8,2,0.85,8,0.01,0.001,2.6666666666666665,140,,4,9.400664035354868e-06,5.702329017080661e-07,5.702329017080661e-07
141,8,2,0.85,8,0.01,0.0001,2.6666666666666665,141,,5,1.1601120540047937e-05,7.473534452028019e-07,7.473534452028019e-07
142,8,2,0.85,8,0.01,1e-05,2.6666666666666665,142,,6,1.327252427401436e-05,8.98665839965328e-07,8.98665839965328e-07
143,8,2,0.85,8,0.01,1e-06,2.6666666666666665,143,,7,1.453515735023835e-05,1.018532248674145e-06,1.018532248674145e-06
144,8,2,0.85,8,0.1,0.1,2.6666666666666665,144,,0,2.7400566050726325e-06,2.783062974149906e-07,2.783062974149906e-07
145,8,2,0.85,8,0.1,0.01,2.6666666666666665,145,,1,2.1962346887522536e-06,1.2929399771789677e-07,1.2929399771789677e-07
146,8,2,0.85,8,0.1,0.001,2.6666666666666665,146,,2,2.3835487871897246e-06,1.0149299931836446e-07,1.0149299931836446e-07
147,8,2,0.85,8,0.1,0.0001,2.6666666666666665,147,,3,2.504732863033074e-06,1.1970623958828836e-07,1.1970623958828836e-07
148,8,2,0.85,8,0.1,1e-05,2.6666666666666665,148,,4,2.597728396124182e-06,1.3549961997295311e-07,1.3549961997295311e-07
149,8,2,0.85,8,0.1,1e-06,2.6666666666666665,149,,5,2.728310854485461e-06,1.4523023887449751e-07,1.4523023887449751e-07
150,8,2,0.85,8,0.2,0.1,2.6666666666666665,150,,6,4.345929608666162e-06,3.74391506293966e-07,3.74391506293966e-07
151,8,2,0.85,8,0.2,0.01,2.6666666666666665,151,,7,2.91822803797161e-06,2.401912092451178e-07,2.401912092451178e-07
152,8,2,0.85,8,0.2,0.001,2.6666666666666665,152,,0,2.5427996287844397e-06,1.4602610169739927e-07,1.4602610169739927e-07
153,8,2,0.85,8,0.2,0.0001,2.6666666666666665,153,,1,2.623508872720924e-06,1.280625725357414e-07,1.280625725357414e-07
154,8,2,0.85,8,0.2,1e-05,2.6666666666666665,154,,2,2.6835731205405696e-06,1.2567277804574127e-07,1.2567277804574127e-07
155,8,2,0.85,8,0.2,1e-06,2.6666666666666665,155,,3,2.7208735396753465e-06,1.2844148298456262e-07,1.2844148298456262e-07
156,8,2,0.85,8,0.3,0.1,2.6666666666666665,156,,4,5.770048103062432e-06,4.337632998480467e-07,4.337632998480467e-07
157,8,2,0.85,8,0.3,0.01,2.6666666666666665,157,,5,4.0030393614907976e-06,3.484285883387447e-07,3.484285883387447e-07
158,8,2,0.85,8,0.3,0.001,2.6666666666666665,158,,6,2.8675312620854184e-06,2.0895606597984227e-07,2.0895606597984227e-07
159,8,2,0.85,8,0.3,0.0001,2.6666666666666665,159,,7,2.6459871490161457e-06,1.565520789707677e-07,1.565520789707677e-07
160,8,2,0.85,8,0.3,1e-05,2.6666666666666665,160,,0,2.6333547864310167e-06,1.358694724842413e-07,1.358694724842413e-07
161,8,2,0.85,8,0.3,1e-06,2.6666666666666665,161,,1,2.6479463478697667e-06,1.2814456625487102e-07,1.2814456625487102e-07
162,8,2,0.85,8,0.4,0.1,2.6666666666666665,162,,2,7.192592779765437e-06,5.036399362158325e-07,5.036399362158325e-07
163,8,2,0.85,8,0.4,0.01,2.6666666666666665,163,,3,4.994518513563248e-06,4.346620305813473e-07,4.346620305813473e-07
164,8,2,0.85,8,0.4,0.001,2.6666666666666665,164,,4,3.532272796931449e-06,2.8395877791172225e-07,2.8395877791172225e-07
165,8,2,0.85,8,0.4,0.0001,2.6666666666666665,165,,5,2.8267936997452982e-06,1.9814462669951496e-07,1.9814462669951496e-07
166,8,2,0.85,8,0.4,1e-05,2.6666666666666665,166,,6,2.6463456190819826e-06,1.5800624225856596e-07,1.5800624225856596e-07
167,8,2,0.85,8,0.4,1e-06,2.6666666666666665,167,,7,2.6172117783962592e-06,1.3852610085632892e-07,1.3852610085632892e-07
168,8,2,0.85,8,0.5,0.1,2.6666666666666665,168,,0,8.963730990838849e-06,6.162451407670876e-07,6.162451407670876e-07
169,8,2,0.85,8,0.5,0.01,2.6666666666666665,169,,1,5.698005600240913e-06,4.896061600578923e-07,4.896061600578923e-07
170,8,2,0.85,8,0.5,0.001,2.6666666666666665,170,,2,4.393124328649262e-06,3.6494507032370106e-07,3.6494507032370106e-07
171,8,2,0.85,8,0.5,0.0001,2.6666666666666665,171,,3,3.2833390297848794e-06,2.5337977841550666e-07,2.5337977841550666e-07
172,8,2,0.85,8,0.5,1e-05,2.6666666666666665,172,,4,2.7928365192437953e-06,1.9314948340397993e-07,1.9314948340397993e-07
173,8,2,0.85,8,0.5,1e-06,2.6666666666666665,173,,5,2.6335627637089113e-06,1.5942932887466286e-07,1.5942932887466286e-07
174,8,2,0.85,8,0.6,0.1,2.6666666666666665,174,,6,1.1464437975503142e-05,8.094323775024417e-07,8.094323775024417e-07
175,8,2,0.85,8,0.6,0.01,2.6666666666666665,175,,7,6.147125860739712e-06,5.16717177089216e-07,5.16717177089216e-07
176,8,2,0.85,8,0.6,0.001,2.6666666666666665,176,,0,5.236427505521557e-06,4.4241779481451435e-07,4.4241779481451435e-07
177,8,2,0.85,8,0.6,0.0001,2.6666666666666665,177,,1,4.010547195992766e-06,3.208369670105182e-07,3.208369670105182e-07
178,8,2,0.85,8,0.6,1e-05,2.6666666666666665,178,,2,3.2102438123885436e-06,2.434234105931936e-07,2.434234105931936e-07
179,8,2,0.85,8,0.6,1e-06,2.6666666666666665,179,,3,2.802294087999491e-06,1.9552244852978926e-07,1.9552244852978926e-07
180,8,2,0.85,8,0.7,0.1,2.6666666666666665,180,,4,1.4872190715431157e-05,1.106051242392537e-06,1.106051242392537e-06
181,8,2,0.85,8,0.7,0.01,2.6666666666666665,181,,5,6.444441850823157e-06,5.245754606255977e-07,5.245754606255977e-07
182,8,2,0.85,8,0.7,0.001,2.6666666666666665,182,,6,5.87426783318141e-06,5.019820764034886e-07,5.019820764034886e-07
183,8,2,0.85,8,0.7,0.0001,2.6666666666666665,183,,7,4.863089865395022e-06,3.986880608028598e-07,3.986880608028598e-07
184,8,2,0.85,8,0.7,1e-05,2.6666666666666665,184,,0,3.914824218251168e-06,3.0738850547304226e-07,3.0738850547304226e-07
185,8,2,0.85,8,0.7,1e-06,2.6666666666666665,185,,1,3.2801257606442884e-06,2.464592173728549e-07,2.464592173728549e-07
186,8,2,0.85,8,0.8,0.1,2.6666666666666665,186,,2,1.874479171586164e-05,1.455519206974517e-06,1.455519206974517e-06
187,8,2,0.85,8,0.8,0.01,2.6666666666666665,187,,3,7.081565786099615e-06,5.401255111320973e-07,5.401255111320973e-07
188,8,2,0.85,8,0.8,0.001,2.6666666666666665,188,,4,6.1792983365431905e-06,5.332371751102562e-07,5.332371751102562e-07
189,8,2,0.85,8,0.8,0.0001,2.6666666666666665,189,,5,5.6712073793407976e-06,4.7203032012022475e-07,4.7203032012022475e-07
190,8,2,0.85,8,0.8,1e-05,2.6666666666666665,190,,6,4.81108074296341e-06,3.886240893950714e-07,3.886240893950714e-07
191,8,2,0.85,8,0.8,1e-06,2.6666666666666665,191,,7,4.074587712074161e-06,3.1752435612748584e-07,3.1752435612748584e-07
192,8,2,0.85,8,0.9,0.1,2.6666666666666665,192,,0,2.1912557407980937e-05,1.730569401851082e-06,1.730569401851082e-06
193,8,2,0.85,8,0.9,0.01,2.6666666666666665,193,,1,1.124113728249791e-05,7.827678018743061e-07,7.827678018743061e-07
194,8,2,0.85,8,0.9,0.001,2.6666666666666665,194,,2,6.009480742700423e-06,5.238443667403761e-07,5.238443667403761e-07
195,8,2,0.85,8,0.9,0.0001,2.6666666666666665,195,,3,6.004229656408747e-06,5.104982758001448e-07,5.104982758001448e-07
196,8,2,0.85,8,0.9,1e-05,2.6666666666666665,196,,4,5.694217498407797e-06,4.673562089052504e-07,4.673562089052504e-07
197,8,2,0.85,8,0.9,1e-06,2.6666666666666665,197,,5,5.187697182619635e-06,4.1632298900311306e-07,4.1632298900311306e-07
198,8,2,0.875,8,0.0,0.1,2.6666666666666665,198,,6,2.3498509348410777e-05,1.8300654060084897e-06,1.8300654060084897e-06
199,8,2,0.875,8,0.0,0.01,2.6666666666666665,199,,7,1.6667925404381307e-05,1.2727852527229113e-06,1.2727852527229113e-06
