Unnamed: 0,cdens,knum,ksig,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,jack_mse_mean,jack_mse_std,jack_mse_se
185,8,2,0.85,8,0.7,1e-06,2.6666666666666665,185,,1,3.4292398535837876e-06,2.560045676984016e-07,2.560045676984016e-07
186,8,2,0.85,8,0.8,0.1,2.6666666666666665,186,,2,1.976053428695286e-05,1.5353550569737357e-06,1.5353550569737357e-06
187,8,2,0.85,8,0.8,0.01,2.6666666666666665,187,,3,7.406307665352183e-06,5.614228195939374e-07,5.614228195939374e-07
188,8,2,0.85,8,0.8,0.001,2.6666666666666665,188,,4,6.45537469376387e-06,5.511908293943793e-07,5.511908293943793e-07
189,8,2,0.85,8,0.8,0.0001,2.6666666666666665,189,,5,5.926882112676761e-06,4.881222277072036e-07,4.881222277072036e-07
190,8,2,0.85,8,0.8,1e-05,2.6666666666666665,190,,6,5.028171571445166e-06,4.0222598170244464e-07,4.0222598170244464e-07
191,8,2,0.85,8,0.8,1e-06,2.6666666666666665,191,,7,4.258907151740605e-06,3.290494577797342e-07,3.290494577797342e-07
192,8,2,0.85,8,0.9,0.1,2.6666666666666665,192,,0,2.3111285696281173e-05,1.8264990757210918e-06,1.8264990757210918e-06
193,8,2,0.85,8,0.9,0.01,2.6666666666666665,193,,1,1.1810539054422324e-05,8.216756843590091e-07,8.216756843590091e-07
194,8,2,0.85,8,0.9,0.001,2.6666666666666665,194,,2,6.2755280316536655e-06,5.420000712725641e-07,5.420000712725641e-07
195,8,2,0.85,8,0.9,0.0001,2.6666666666666665,195,,3,6.274028058895762e-06,5.278435723086066e-07,5.278435723086066e-07
196,8,2,0.85,8,0.9,1e-05,2.6666666666666665,196,,4,5.952328790647801e-06,4.834239713460509e-07,4.834239713460509e-07
197,8,2,0.85,8,0.9,1e-06,2.6666666666666665,197,,5,5.423348816833346e-06,4.3077673056047804e-07,4.3077673056047804e-07
