Unnamed: 0,cdens,knum,ksig,type_complex,alph_leak,eps,num_complex,grid_id,save_path,grid_id_old,coef,shift,train_rss,train_mse,train_nmse
36,8,2,0.8,8,0.5,0.1,2.6666666666666665,36,,4,0.025306486634062493,-0.20432301255017352,0.00023749645833898584,1.1874822916949292e-05,0.027117022812377014
37,8,2,0.8,8,0.5,0.01,2.6666666666666665,37,,5,0.011670384203242372,-0.047904476917215,0.00012766289165179684,6.3831445825898425e-06,0.01457637545177455
38,8,2,0.8,8,0.5,0.001,2.6666666666666665,38,,6,0.006617326032903548,0.01161979312160895,9.679415080178933e-05,4.839707540089466e-06,0.011051824577739051
39,8,2,0.8,8,0.5,0.0001,2.6666666666666665,39,,7,0.004577533056466571,0.03449056785315603,7.630230494072397e-05,3.815115247036199e-06,0.008712093469458324
40,8,2,0.8,8,0.5,1e-05,2.6666666666666665,40,,0,0.0034836242820400843,0.04446547731320695,6.419020068280481e-05,3.209510034140241e-06,0.007329149867835919
41,8,2,0.8,8,0.5,1e-06,2.6666666666666665,41,,1,0.002798368780154669,0.05016283852392761,5.964276248662263e-05,2.9821381243311315e-06,0.006809929555389243
42,8,2,0.8,8,0.6,0.1,2.6666666666666665,42,,2,0.028248472062354764,-0.23854920508301242,0.00029350740826972796,1.4675370413486397e-05,0.03351227694642789
43,8,2,0.8,8,0.6,0.01,2.6666666666666665,43,,3,0.013700116777016859,-0.07238384897727242,0.00014754846173215973,7.377423086607987e-06,0.01684688281545343
44,8,2,0.8,8,0.6,0.001,2.6666666666666665,44,,4,0.007276808284943811,0.0014440692370527777,0.00011499984510857012,5.749992255428506e-06,0.013130526008846233
45,8,2,0.8,8,0.6,0.0001,2.6666666666666665,45,,5,0.004881068716722785,0.027695244056057958,9.454713138636555e-05,4.727356569318277e-06,0.010795262954992954
46,8,2,0.8,8,0.6,1e-05,2.6666666666666665,46,,6,0.00367386430727879,0.038751162362339386,7.787515129835325e-05,3.8937575649176625e-06,0.008891678928788923
47,8,2,0.8,8,0.6,1e-06,2.6666666666666665,47,,7,0.002940170760129138,0.04542883656004834,6.616811382051799e-05,3.3084056910258993e-06,0.007554985301557264
48,8,2,0.8,8,0.7,0.1,2.6666666666666665,48,,0,0.0303925993297594,-0.2636733837533775,0.0003613146493244385,1.8065732466221926e-05,0.04125441556771402
49,8,2,0.8,8,0.7,0.01,2.6666666666666665,49,,1,0.016951565727068837,-0.11000635771022313,0.00017117407269813062,8.55870363490653e-06,0.019544422964057034
50,8,2,0.8,8,0.7,0.001,2.6666666666666665,50,,2,0.008290650823138295,-0.01201136441696636,0.00013174470881850407,6.587235440925204e-06,0.015042431787939216
51,8,2,0.8,8,0.7,0.0001,2.6666666666666665,51,,3,0.005307503741760528,0.019988311008437183,0.00011268612897199827,5.634306448599914e-06,0.012866349045132393
52,8,2,0.8,8,0.7,1e-05,2.6666666666666665,52,,4,0.0039022119323446607,0.03239794282595342,9.709579230729598e-05,4.854789615364799e-06,0.011086265594852276
53,8,2,0.8,8,0.7,1e-06,2.6666666666666665,53,,5,0.0030918455776698323,0.03952977833695074,8.311845267806178e-05,4.155922633903089e-06,0.00949035195372634
54,8,2,0.8,8,0.8,0.1,2.6666666666666665,54,,6,0.031074061539646924,-0.27228411643510075,0.0004345905476366999,2.1729527381834995e-05,0.04962095804177007
55,8,2,0.8,8,0.8,0.01,2.6666666666666665,55,,7,0.02261823829457866,-0.1746508712074593,0.0002175553465820013,1.0877767329100065e-05,0.024840173775552685
56,8,2,0.8,8,0.8,0.001,2.6666666666666665,56,,0,0.010277446675752814,-0.035647427207417696,0.0001462530475414015,7.312652377070075e-06,0.016698974183855526
57,8,2,0.8,8,0.8,0.0001,2.6666666666666665,57,,1,0.0060436743883041264,0.009084902894846697,0.0001310966899117529,6.554834495587645e-06,0.01496844186994161
58,8,2,0.8,8,0.8,1e-05,2.6666666666666665,58,,2,0.004278719905334358,0.02456508269856488,0.00011588149917118114,5.794074958559057e-06,0.013231192071387357
59,8,2,0.8,8,0.8,1e-06,2.6666666666666665,59,,3,0.0033100805842926147,0.03261210451258889,0.00010441128711206378,5.220564355603189e-06,0.011921538848576205
60,8,2,0.8,8,0.9,0.1,2.6666666666666665,60,,4,0.030438505852249338,-0.2658737118541752,0.0004941099063880141,2.4705495319400704e-05,0.05641679752638986
61,8,2,0.8,8,0.9,0.01,2.6666666666666665,61,,5,0.030173035286669488,-0.2614208134308931,0.00035489653105205183,1.774482655260259e-05,0.04052160354675988
62,8,2,0.8,8,0.9,0.001,2.6666666666666665,62,,6,0.01638215630571822,-0.10540620569711431,0.00017330561485190613,8.665280742595306e-06,0.019787799550022675
63,8,2,0.8,8,0.9,0.0001,2.6666666666666665,63,,7,0.008018188531485997,-0.015525821286981616,0.00014453274757136812,7.226637378568406e-06,0.016502552671476836
64,8,2,0.8,8,0.9,1e-05,2.6666666666666665,64,,0,0.005130847918636853,0.010535839117979166,0.0001385639078937951,6.928195394689755e-06,0.015821038669827408
65,8,2,0.8,8,0.9,1e-06,2.6666666666666665,65,,1,0.0037939487860943347,0.021823867992234222,0.00012750592507744456,6.3752962538722276e-06,0.014558453221661053
66,8,2,0.825,8,0.0,0.1,2.6666666666666665,66,,2,0.008201097908282138,0.015373833247554775,0.00041422094608469483,2.071104730423474e-05,0.04729518462254566
67,8,2,0.825,8,0.0,0.01,2.6666666666666665,67,,3,0.005459757494955413,0.043466900193835895,0.00034773226806475893,1.7386613403237945e-05,0.03970359773640375
68,8,2,0.825,8,0.0,0.001,2.6666666666666665,68,,4,0.003972296854945033,0.05374621771002825,0.00033851328706890855,1.6925664353445427e-05,0.03865098701656504
69,8,2,0.825,8,0.0,0.0001,2.6666666666666665,69,,5,0.0030616723198032807,0.05840258760935153,0.00035675290212697816,1.7837645106348906e-05,0.040733561472949924
70,8,2,0.825,8,0.0,1e-05,2.6666666666666665,70,,6,0.0024900708319181867,0.06113688064213771,0.0003715548731786683,1.8577743658933412e-05,0.042423630409068186
71,8,2,0.825,8,0.0,1e-06,2.6666666666666665,71,,7,0.0021001681739110586,0.0629881917169647,0.0003819914230178583,1.9099571150892916e-05,0.043615261484542506
72,8,2,0.825,8,0.01,0.1,2.6666666666666665,72,,0,0.010814306447504644,-0.0077336232312925045,0.00010536022492736781,5.2680112463683904e-06,0.01202988727854899
73,8,2,0.825,8,0.01,0.01,2.6666666666666665,73,,1,0.006427532167428517,0.03665490218021951,0.0001612705781263296,8.06352890631648e-06,0.018413655414494395
