resampling_id,train_rss,train_mse,train_nmse
0,4.501681774405475e-05,2.369306197055513e-06,0.005469349622903194
1,5.7619512563640435e-05,3.0326059244021283e-06,0.006723696817220791
2,6.0946950154801615e-05,3.207734218673769e-06,0.00696213697552131
3,5.727590053231903e-05,3.01452108064837e-06,0.0065494100229061694
4,5.8617981997347605e-05,3.085156947228821e-06,0.00669618918867495
5,6.150145398420569e-05,3.236918630747668e-06,0.008430784396497871
6,5.751559448923164e-05,3.0271365520648232e-06,0.006713786380056405
7,6.092840052746617e-05,3.2067579224982197e-06,0.007014591317218689
8,5.9229220504426145e-05,3.117327394969797e-06,0.006763911978275383
9,5.579262519021408e-05,2.9364539573796884e-06,0.006388875634747562
10,5.6347932809595775e-05,2.9656806741892515e-06,0.006448838283370416
11,5.601815709473644e-05,2.9483240576177074e-06,0.0064132126770774026
12,6.015072044056461e-05,3.1658273916086637e-06,0.006951222438100451
13,5.963634281506798e-05,3.138754885003578e-06,0.007027730296924194
14,6.087381833143007e-05,3.203885175338425e-06,0.0072448068347903995
15,6.10546975740543e-05,3.2134051354765417e-06,0.0074221421490919155
16,5.347855668667441e-05,2.8146608782460217e-06,0.007473329609611576
17,6.115709491406695e-05,3.2187944691614184e-06,0.007915788016561462
18,6.150142707878186e-05,3.2369172146727295e-06,0.008517074457524549
19,5.6490018839271156e-05,2.9731588862774295e-06,0.007520494308471906
