,subID,var_name,mle_ll,mle_var,opt_success,opt_it,opt_time
0,-1,gamma,6609.594513592491,0.39392010364537633,True,903,24225.204864423722
1,-1,c_alph,6609.594513592491,0.49986497777480765,True,903,24225.204864423722
2,-1,a_alph,6609.594513592491,0.025598190422669066,True,903,24225.204864423722
3,-1,c_lam,6609.594513592491,0.9980992017974696,True,903,24225.204864423722
4,-1,a_lam,6609.594513592491,0.0,True,903,24225.204864423722
5,-1,temp,6609.594513592491,0.2186615860600315,True,903,24225.204864423722
6,-1,c_w0,6609.594513592491,-0.04650430812620012,True,903,24225.204864423722
7,-1,a_w0,6609.594513592491,-0.0004000267852862381,True,903,24225.204864423722
8,-1,lambda_N,6609.594513592491,0.008617259208074855,True,903,24225.204864423722
9,-1,beta_1,6609.594513592491,0.4019559093220277,True,903,24225.204864423722
10,-1,epsilon,6609.594513592491,0.00023030230387696812,True,903,24225.204864423722
11,-1,k_leak,6609.594513592491,0.999,True,903,24225.204864423722
12,-1,w_mf,6609.594513592491,0.10357020795409458,True,903,24225.204864423722
