resampling_id,train_rss,train_mse,train_nmse
0,0.00013435753877198752,7.0714494090519745e-06,0.01632386274380358
1,0.00014533374109980992,7.64914426841105e-06,0.01695918568190407
2,0.00014752246342016216,7.764340180008536e-06,0.016851894880528077
3,0.00014326867506440655,7.540456582337187e-06,0.01638254986328575
4,0.00014477161953972367,7.619558923143351e-06,0.016537897084767023
5,0.00014844495070654644,7.812892142449812e-06,0.020349232303955765
6,0.0001452465175202773,7.644553553698806e-06,0.016954603351284757
7,0.00014814744014782577,7.79723369199083e-06,0.01705598273272661
8,0.00014546805834399017,7.656213597052115e-06,0.016612292613505678
9,0.0001416339517650394,7.454418513949442e-06,0.01621866152380631
10,0.00014224349304316073,7.486499633850564e-06,0.01627930675996078
11,0.00014188119648006746,7.467431393687762e-06,0.016243202830933105
12,0.0001475390251379647,7.765211849366564e-06,0.01705011302479522
13,0.0001288277798823973,6.7804094674945945e-06,0.015181462326966346
14,0.00012988431897355507,6.836016788081846e-06,0.01545798879755605
15,0.00013692858621097787,7.206767695314625e-06,0.0166457860167004
16,9.726578900935953e-05,5.119252053124186e-06,0.013592350767144112
17,0.00014013899457987301,7.375736556835421e-06,0.018138706155141033
18,0.00014612341677132615,7.69070614585927e-06,0.020236018572951892
19,0.00014186916124095866,7.466797960050456e-06,0.01888698643730313
