outer_resampling_id,train_mse
0,6.879919164573532e-06
1,7.461317199333204e-06
2,7.604555685191027e-06
3,7.380429664010156e-06
4,7.460508457964401e-06
5,7.649743272838997e-06
6,7.45561424526274e-06
7,7.6264478614996175e-06
8,7.497404737622649e-06
9,7.29286424630335e-06
10,7.325559123195506e-06
11,7.306131732183604e-06
12,7.5893939764412956e-06
13,6.830810787707986e-06
14,6.667387813276951e-06
15,7.015452040242637e-06
16,4.99182973350104e-06
17,7.309603573074641e-06
18,7.482547736764409e-06
19,7.210996518211492e-06
