outer_resampling_id,train_mse
0,1.2401051960151493e-05
1,1.238699318171892e-05
2,1.2284729762189244e-05
3,1.2329553322868481e-05
4,1.2350370296268146e-05
5,1.2402381865313961e-05
6,1.0922157521174528e-05
7,1.1200567833302295e-05
8,1.0488299177926375e-05
9,1.040894684027163e-05
10,1.0836800897201136e-05
11,1.1193312378972662e-05
12,1.22069339254041e-05
13,1.1787268145499229e-05
14,1.1585825668808694e-05
15,1.1140050519913141e-05
16,1.2003945170298363e-05
17,1.2354552183103982e-05
18,1.2397966230319421e-05
19,1.2231091643625226e-05
